date,workplaces,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks
2020-05-17,-20.371456030754445,-16.453841187863137,-1.2582508250825082,6.760601915184679,-19.554744525547445,36.688427299703264
2020-05-18,-28.653415251174557,-13.999357739242132,-0.9129540781357094,12.157205240174672,-19.615609756097562,14.827315541601257
2020-05-19,-29.858216970998924,-12.505389980976538,2.6112251882272415,12.484587813620072,-17.00881488736533,29.267886855241265
2020-05-20,-30.2783542039356,-10.854961832061068,4.426420260095825,12.067567567567568,-14.14437984496124,36.36198347107438
2020-05-21,-30.643394199785178,-10.346413243408952,6.683535762483131,11.90759312320917,-12.144508670520231,45.42275042444822
2020-05-22,-31.30359085963003,-12.705040091638029,6.205541237113402,12.209302325581396,-10.509073543457498,47.68360655737705
2020-05-23,-16.60405156537753,-13.79461673493271,9.084444444444445,5.688029020556227,-10.070749736008448,60.78130217028381
2020-05-24,-20.483606557377048,-8.299207397622192,7.770057899090157,4.216101694915254,-16.031948881789138,79.67667844522968
2020-05-25,-66.83416726233024,-15.876347495244135,-1.0584837545126353,18.83651804670913,-25.43398058252427,71.38640776699029
2020-05-26,-28.71295633500358,-9.937139191789608,4.4267386900742745,10.948936170212766,-15.529698149951315,43.84154929577465
2020-05-27,-28.26611747851003,-8.89470365699874,4.258904109589041,11.10056258790436,-13.04039408866995,49.84055459272097
2020-05-28,-27.900609974883388,-9.189975247524753,5.3517382413087935,11.409893992932862,-12.490272373540856,40.29081632653061
2020-05-29,-26.711321441572625,-12.342075256556443,2.3895424836601307,11.453216374269006,-11.635148042024833,47.76229508196721
2020-05-30,-7.605123247945867,-11.45694200351494,6.556457564575646,4.946236559139785,-5.946596858638744,64.49152542372882
2020-05-31,-11.226840260390587,-6.49667994687915,4.974485596707819,4.104979811574697,-6.979189485213581,78.15625
2020-06-01,-25.235698769007964,-3.154397394136808,7.04394861392833,8.890934844192634,-10.25273631840796,48.81949458483754
2020-06-02,-26.594052310999643,-4.014640356460853,7.883831521739131,9.566736547868624,-10.264471057884231,57.54212454212454
2020-06-03,-26.82789530297598,-1.8146496815286624,10.297515110812625,9.375348189415043,-9.340842311459353,54.60837887067395
2020-06-04,-26.93608617594255,-4.531481481481482,9.295347269049225,9.593837535014005,-9.107003891050583,58.75134168157424
2020-06-05,-26.904952658412235,-8.554723502304148,6.063624678663239,9.711988304093568,-9.724708171206226,54.0
2020-06-06,-9.300478468899522,-8.380199179847686,9.10514705882353,4.120098039215686,-5.46259220231823,66.4864406779661
2020-06-07,-12.67394540942928,-4.224934036939314,6.235927152317881,3.5868347338935576,-6.4644030668127055,71.30874785591767
2020-06-08,-25.355130057803468,-4.533116883116883,4.735694822888283,8.606360424028269,-10.429287863590773,51.64042933810376
2020-06-09,-26.394699140401148,-4.89980732177264,5.651907356948229,9.503511235955056,-10.268582755203171,50.41261261261261
2020-06-10,-26.256456241033,-2.4173580089342694,6.968707482993198,9.055594162612925,-8.162451361867705,58.421052631578945
2020-06-11,-26.39770279971285,-2.442379182156134,8.348617666891437,8.742657342657342,-6.729227761485826,63.526802218114604
2020-06-12,-26.508727272727274,-5.832760595647193,6.530144167758847,8.300582241630277,-4.733461169702781,72.92660550458716
2020-06-13,-6.788867562380038,-5.253958944281525,9.81245311327832,2.9909090909090907,0.05754614549402823,87.96715328467154
2020-06-14,-10.341329335332334,-0.7890520694259012,6.9715956558061825,2.4377682403433476,-0.4487750556792873,95.62118491921005
2020-06-15,-25.119202898550725,-1.585445094217024,5.743012951601909,7.961864406779661,-6.4964894684052155,60.72264150943396
2020-06-16,-26.0010756543564,-0.9067092651757188,7.945159106296547,8.50070126227209,-7.162487462387161,70.80343511450381
2020-06-17,-26.379928315412187,0.03974763406940063,8.482058226134056,8.075156576200417,-5.450292397660819,75.59375
2020-06-18,-26.81162540365985,-0.6053283767038414,8.753846153846155,7.999300699300699,-4.291176470588235,76.36520076481835
2020-06-19,-27.429298436932026,-4.252873563218391,7.817532467532468,7.614317019722425,-3.215339233038348,77.43382352941177
2020-06-20,-7.602752728998576,-3.5675990675990676,14.276041666666666,2.334625322997416,1.5373781148429035,84.82405745062836
2020-06-21,-9.74219536757301,-1.8745019920318724,10.837228714524207,0.9467455621301775,-0.8674033149171271,88.28646748681898
2020-06-22,-27.446608946608947,-3.612231620039037,2.7503410641200547,8.30879199428163,-5.447105788423154,57.680373831775704
2020-06-23,-27.892346208869814,-1.262684649967887,6.418243243243243,8.592383638928068,-5.654,70.34042553191489
2020-06-24,-26.725152493720845,0.05357142857142857,7.119128658951668,7.949860724233983,-4.343503937007874,74.54724409448819
2020-06-25,-27.01686401148188,-0.5699322242760321,8.26933514246947,7.944755244755245,-2.5631733594515183,78.82625482625483
2020-06-26,-27.29038112522686,-5.853477765108324,4.687540769732551,8.210526315789474,-1.965953307392996,73.9815157116451
2020-06-27,-8.659513590844062,-6.486910994764398,6.660687593423019,3.115869017632242,3.3063457330415753,78.18363636363637
2020-06-28,-9.357719475277497,-2.205706702057067,4.130686517783292,2.5722145804676755,2.3674832962138086,79.72183098591549
2020-06-29,-26.846625766871167,-0.37919684002633314,4.942955326460481,8.027817403708987,-4.8121212121212125,61.37873134328358
2020-06-30,-27.871198568872988,2.660280970625798,8.189830508474577,8.376669009135629,-4.3340060544904135,64.52115384615385
2020-07-01,-28.568458781362008,7.676154332700822,13.518243243243242,7.548771929824562,-0.4801192842942346,69.84007707129095
2020-07-02,-31.756167322130853,12.751851851851852,21.49633088725817,7.049893086243763,3.87891019172553,87.06653225806451
2020-07-03,-51.299072091363314,5.005790387955993,22.214193548387097,12.341379310344827,-5.086190009794319,93.47755102040816
2020-07-04,-25.605855855855857,-23.119074492099323,6.4395522388059705,3.56781914893617,-15.367875647668393,86.04322200392927
2020-07-05,-16.186159844054583,-6.000652741514361,-0.7983606557377049,2.1138328530259365,0.8008998875140607,77.3125
2020-07-06,-31.321338611011154,1.634553628773282,6.938858695652174,8.533576642335767,-2.6387755102040815,60.1472275334608
2020-07-07,-29.933523945675482,-0.2368919772583702,7.382716049382716,8.770596590909092,-5.19438877755511,64.88372093023256
2020-07-08,-28.622763063707946,0.435031847133758,7.467586206896551,8.364019676739284,-5.163690476190476,67.57925636007828
2020-07-09,-28.85202436402723,-0.8401234567901235,7.876358695652174,8.459802538787024,-4.5964912280701755,72.3409090909091
2020-07-10,-28.586357039187227,-6.377840909090909,3.803257328990228,8.9476401179941,-5.1726829268292684,59.20109689213894
2020-07-11,-8.487630827783065,-6.66532025389498,7.186936936936937,3.302992518703242,0.5735767991407089,77.16455696202532
2020-07-12,-11.807157057654075,-2.282680822826808,4.686776859504132,2.7163531114327064,0.5401129943502825,87.70181818181818
2020-07-13,-27.644893540238183,-1.2018170019467878,5.066252587991719,7.695714285714286,-6.48991935483871,66.63385826771653
2020-07-14,-28.817238912732474,-0.7600258732212161,6.451127819548872,8.288747346072187,-7.024630541871921,76.38522954091816
2020-07-15,-28.042339433082166,0.44565217391304346,7.61533196440794,8.021754385964913,-6.292352371732817,72.12572533849129
2020-07-16,-28.48368590892793,-1.637037037037037,7.6232179226069245,8.288231148696266,-5.213359920239282,75.41941747572815
2020-07-17,-28.584481508339376,-6.231990924560408,4.679921773142112,8.563421828908554,-4.538160469667319,68.99815498154982
2020-07-18,-9.701323251417769,-7.036697247706422,6.750373692077728,3.0930232558139537,0.6779475982532751,83.84469696969697
2020-07-19,-12.877218934911243,-3.1382488479262673,4.183927091963546,2.7113997113997113,-0.744943820224719,84.17710196779964
2020-07-20,-28.249009009009008,-2.848191214470284,3.956343792633015,7.9777936962750715,-6.801010101010101,61.78857142857143
2020-07-21,-29.179120486235252,-2.6796925048046125,4.647906657515443,8.636170212765958,-7.906281156530409,67.5873320537428
2020-07-22,-27.926829268292682,-1.7372122762148337,5.196159122085048,8.38877192982456,-6.6156862745098035,61.69886363636363
2020-07-23,-28.110632183908045,-2.711980136561142,5.909972299168975,8.316420014094433,-5.792527040314651,65.39238095238095
2020-07-24,-28.2453653217012,-6.811224489795919,3.370882740447958,8.407488986784141,-5.209347614410905,66.8195211786372
2020-07-25,-9.83909133932797,-7.561200923787529,5.474588938714499,2.862820512820513,0.3383947939262473,83.30401529636711
2020-07-26,-12.660891089108912,-3.304174950298211,3.17986798679868,2.365217391304348,-0.7396184062850729,85.75367647058823
2020-07-27,-28.322290241267556,-3.0696040868454664,2.8365253077975376,8.035919540229886,-7.530938123752495,58.03415559772296
2020-07-28,-28.435934144595564,-2.798975672215109,3.9679618268575325,8.413597733711049,-8.516898608349901,64.88212180746562
2020-07-29,-28.600500715307582,-1.6605793450881612,4.34716459197787,8.014035087719298,-7.111221449851043,69.0326923076923
2020-07-30,-28.993904625313732,-2.2982241273729334,4.715652768284348,8.184452296819789,-6.166502463054187,65.87947269303201
2020-07-31,-28.50072621641249,-3.4918604651162792,5.603058510638298,7.6708211143695015,-3.941348973607038,68.37453874538745
2020-08-01,-10.009863785814936,-4.7927612375948625,7.759370314842578,2.653944020356234,1.5880434782608697,82.02752293577981
2020-08-02,-12.528888888888888,-1.3618857901726427,4.782644628099174,2.611428571428571,0.3439635535307517,76.27094474153297
2020-08-03,-27.713150289017342,1.580117724002616,7.401509951956074,7.398141529664046,-6.250251256281407,56.76470588235294
2020-08-04,-29.300786838340485,-1.2043561819346573,4.960490463215259,8.307583274273565,-8.3698224852071,60.31153846153846
2020-08-05,-28.09172339663203,0.5982199618563255,6.4717630853994494,7.0867132867132865,-5.6722939424031775,75.91038696537679
2020-08-06,-28.372309899569583,-1.2475369458128078,5.651401230348599,7.272982456140351,-4.541584158415842,70.41666666666667
2020-08-07,-27.919607129865405,-4.901836969001148,2.631372549019608,7.340627279358133,-4.5112855740922475,69.62239089184061
2020-08-08,-9.34185606060606,-4.551483420593368,6.285285285285285,2.1460526315789474,1.4763995609220637,88.67112810707457
2020-08-09,-11.807139315815567,-0.580026455026455,4.398527004909984,1.8193832599118942,2.3643497757847536,85.76867030965391
2020-08-10,-27.721198988804623,-1.9251129761136216,2.0075290896646134,6.954935622317596,-7.090355329949238,56.137142857142855
2020-08-11,-28.4940839010398,-1.1519230769230768,4.218878248974009,7.220650636492221,-7.4595404595404595,70.404
2020-08-12,-27.947292936536392,-0.7866242038216561,4.188356164383562,7.214637579169599,-6.580708661417323,62.04563492063492
2020-08-13,-28.091529073941135,-2.2255685310387214,4.4200411805078925,7.339197748064743,-5.896551724137931,59.41634980988593
2020-08-14,-27.59112404510731,-5.440136830102623,1.7192182410423453,7.330893118594436,-5.449951409135083,66.30434782608695
2020-08-15,-10.38450704225352,-5.352941176470588,4.704511278195489,2.520565552699229,-0.3232104121475054,71.45289855072464
2020-08-16,-12.44863523573201,-1.487162606978275,2.9686727122835945,2.0409026798307477,0.05948372615039282,65.6789667896679
2020-08-17,-32.55760368663594,-10.352657004830919,-4.8961538461538465,6.630977872947894,-29.865853658536587,21.532258064516128
2020-08-18,-31.44786944696283,-10.303514376996805,-3.636,7.025783972125436,-30.8099173553719,27.487179487179485
2020-08-19,-31.68918918918919,-9.770833333333334,-3.7842003853564545,6.783448275862069,-30.262295081967213,21.089430894308943
2020-08-20,-31.83363471971067,-10.090076335877862,-3.1311787072243344,6.664350243224462,-28.971311475409838,24.144
2020-08-21,-31.597560975609756,-12.996057818659658,-3.923469387755102,6.972423802612482,-27.716535433070867,21.456521739130434
2020-08-22,-12.453382084095065,-14.885676741130093,-2.326007326007326,2.298313878080415,-22.90232558139535,32.00684931506849
2020-08-23,-14.360416666666667,-12.24294670846395,-4.469548133595285,1.9579242636746144,-26.331632653061224,30.657342657342657
2020-08-24,-31.40778498609824,-12.533123028391167,-6.132462686567164,6.90148830616584,-31.443089430894307,14.76984126984127
2020-08-25,-31.77958446251129,-11.96984126984127,-4.2810077519379846,7.202223766504517,-31.57201646090535,17.444444444444443
2020-08-26,-30.79406474820144,-10.985826771653544,-3.930188679245283,6.789035392088827,-30.54732510288066,23.169354838709676
2020-08-27,-31.882882882882882,-13.423652694610778,-5.846590909090909,7.187237026647966,-30.65447154471545,19.3671875
2020-08-28,-30.552930056710775,-14.397385620915033,-6.4468802698145025,7.085818181818182,-28.727272727272727,15.963503649635037
2020-08-29,-12.946886446886447,-15.409685863874346,-4.095070422535211,2.8874841972187104,-25.328703703703702,27.867549668874172
2020-08-30,-13.865828092243186,-11.205047318611987,-5.017716535433071,1.637444279346211,-25.605128205128207,35.58450704225352
2020-08-31,-30.295985060690942,-11.655394524959743,-6.2052730696798495,6.4175513092710545,-30.116935483870968,12.782945736434108
2020-09-01,-30.68090909090909,-8.632850241545894,-1.4036144578313252,6.327298050139276,-29.35655737704918,19.552845528455286
2020-09-02,-30.340847610459875,-9.5952,-3.326771653543307,6.278008298755187,-29.881632653061224,18.078125
2020-09-03,-30.57246376811594,-7.789719626168225,0.378698224852071,5.560595322466336,-26.10655737704918,21.826771653543307
2020-09-04,-32.20056497175141,-9.627210884353742,0.14616755793226383,5.399109792284866,-24.110655737704917,28.962406015037594
2020-09-05,-16.472370766488414,-13.376171352074966,0.37117117117117115,1.2092675635276533,-21.50467289719626,45.875
2020-09-06,-17.26086956521739,-9.052547770700636,-2.2292490118577075,0.3408360128617363,-27.597014925373134,54.6865671641791
2020-09-07,-69.1569992266048,-12.512820512820513,-6.570888468809073,15.277951933124347,-39.85770750988142,45.89090909090909
2020-09-08,-32.34267631103074,-12.7584,-3.9568627450980394,6.321152494729445,-30.253061224489795,8.323076923076924
2020-09-09,-30.26912691269127,-12.7015625,-5.2906309751434035,5.9680624556423,-30.771084337349397,6.192592592592592
2020-09-10,-30.500907441016334,-13.402694610778443,-5.334593572778828,5.672362555720654,-30.396,9.2
2020-09-11,-23.50383912248629,-7.495167708925526,-2.6785022595222725,5.002304147465438,-7.938461538461539,55.956239870340355
2020-09-12,-8.951909476661951,-5.614985590778098,1.5260837619397503,1.5897097625329815,-1.9766949152542372,77.52996845425868
2020-09-13,-12.157608695652174,-5.021825396825397,0.13669650122050447,1.9595808383233533,-2.7486278814489573,65.55954323001632
2020-09-14,-21.09206695778748,-4.448231511254019,-0.3421949556918882,5.119733924611974,-9.43996062992126,50.39590443686007
2020-09-15,-22.232683982683984,-2.7375,1.468215994531784,5.761598857958601,-10.061569016881828,55.99094202898551
2020-09-16,-23.301187477509895,-4.416300940438871,-1.9203296703296704,5.610169491525424,-10.208414872798434,54.94570928196147
2020-09-17,-23.19379285456514,-5.228952150211993,-1.4690444145356663,6.107372942018611,-9.142857142857142,48.0034188034188
2020-09-18,-21.49926793557833,-5.169239565465981,-1.8080155138978669,5.40597667638484,-7.029608404966571,54.464516129032255
2020-09-19,-8.567362428842504,-2.3751451800232286,3.382396449704142,1.2211538461538463,-0.6351063829787233,84.72622950819672
2020-09-20,-10.966135458167331,-1.47631754503002,1.0008210180623973,1.6615384615384616,-1.4547461368653423,75.67710049423394
2020-09-21,-22.1765988372093,-4.608695652173913,-1.4103612815269257,5.741415557112824,-9.736894164193867,46.483760683760686
2020-09-22,-22.18567830154732,-5.217884130982368,-0.9620951068228808,6.2939958592132506,-11.95617529880478,46.1891418563923
2020-09-23,-21.138067772170153,-5.4380113278791695,-1.107512060647829,5.819452207937395,-11.36531007751938,45.923986486486484
2020-09-24,-21.267702312138727,-6.213855421686747,-1.2617267165193746,6.071188340807175,-9.914645974781765,39.7504132231405
2020-09-25,-20.428780666422554,-6.952136752136752,-2.236893203883495,5.730251609128145,-8.704588910133843,42.89628482972136
2020-09-26,-6.980842911877395,-4.445344129554656,2.4033923303834808,1.3853564547206165,-3.530982905982906,73.78288431061807
2020-09-27,-10.345154845154845,-3.7634338138925294,-0.264026402640264,1.797969543147208,-2.7027624309392264,59.17391304347826
2020-09-28,-19.939051094890512,-7.163394553514883,-2.2796495956873315,6.1558441558441555,-11.284584980237154,29.312803889789304
2020-09-29,-20.687116564417177,-6.83625,-1.1519507186858315,6.144139091418957,-12.265547877591313,28.632107023411372
2020-09-30,-21.53546993158084,-3.902469917669411,0.7605244996549344,5.1883892999430845,-9.663414634146342,37.616026711185306
2020-10-01,-20.22150072150072,-1.4874310239117106,4.532926001357773,4.456745311554749,-7.224054316197866,40.444628099173556
2020-10-02,-19.91587068332109,-3.741880341880342,2.196520618556701,4.378658536585366,-5.839423076923077,37.88307692307692
2020-10-03,-9.167375886524823,-2.2939110070257613,5.206845238095238,0.6595121951219513,-0.8966986155484558,68.41358024691358
2020-10-04,-12.193389245189936,-2.1856010568031703,1.8949545078577337,1.4904171364148817,-1.5327413984461709,53.484162895927604
2020-10-05,-21.293134762077734,-4.862244897959184,0.9979452054794521,4.706547619047619,-9.097291875626881,34.39344262295082
2020-10-06,-21.845765765765766,-5.006277463904582,1.5504840940525588,4.726218097447796,-10.052052052052051,46.1317157712305
2020-10-07,-21.017638588912888,-5.305728518057285,0.7508555783709788,4.995394358088658,-9.403508771929825,44.696917808219176
