"DateTime","Index","Count"
"2014-10-23 00:00:00",0.10000000149011612
"2014-10-26 00:00:00",-0.5
"2014-11-01 00:00:00",,9
"2014-11-12 00:00:00",-0.06666666766007741
"2014-11-13 00:00:00",-0.20000000298023224
"2014-11-14 00:00:00",-0.6000000238418579
"2014-11-17 00:00:00",-0.4000000059604645
"2014-11-19 00:00:00",0.30000001192092896
"2014-11-21 00:00:00",-0.5
"2014-12-01 00:00:00",,9
"2014-12-02 00:00:00",-0.6000000238418579
"2014-12-04 00:00:00",-0.699999988079071
"2014-12-06 00:00:00",-0.20000000298023224
"2014-12-10 00:00:00",-0.20000000298023224
"2014-12-12 00:00:00",-0.4000000059604645
"2014-12-14 00:00:00",-0.4000000059604645
"2014-12-22 00:00:00",0.10000000149011612
"2014-12-24 00:00:00",0.10000000149011612
"2015-01-01 00:00:00",,14
"2015-01-06 00:00:00",-0.30000001192092896
"2015-01-19 00:00:00",0.10000000149011612
"2015-01-20 00:00:00",0.10000000149011612
"2015-01-21 00:00:00",0.20000000298023224
"2015-01-23 00:00:00",-0.4000000059604645
"2015-01-27 00:00:00",0.10000000149011612
"2015-01-28 00:00:00",0.10000000149011612
"2015-01-31 00:00:00",0.10000000149011612
"2015-02-01 00:00:00",0.10000000149011612,8
"2015-02-02 00:00:00",0.10000000149011612
"2015-02-14 00:00:00",0.10000000149011612
"2015-02-17 00:00:00",-0.20000000298023224
"2015-02-25 00:00:00",-0.30000001192092896
"2015-03-01 00:00:00",,6
"2015-03-18 00:00:00",0.10000000149011612
"2015-03-25 00:00:00",0.10000000149011612
"2015-03-28 00:00:00",-0.20000000298023224
"2015-04-01 00:00:00",,7
"2015-04-10 00:00:00",0.10000000149011612
"2015-04-18 00:00:00",0.10000000149011612
"2015-04-20 00:00:00",0.2500000037252903
"2015-04-21 00:00:00",0.10000000149011612
"2015-04-22 00:00:00",-0.4000000059604645
"2015-04-30 00:00:00",-0.20000000298023224
"2015-05-01 00:00:00",,9
"2015-05-05 00:00:00",-0.6000000238418579
"2015-05-07 00:00:00",0.20000000298023224
"2015-05-21 00:00:00",-0.10000000149011612
"2015-05-22 00:00:00",-0.5
"2015-05-29 00:00:00",0.30000001192092896
"2015-05-30 00:00:00",0.10000000149011612
"2015-06-01 00:00:00",,6
"2015-06-05 00:00:00",0.10000000149011612
"2015-06-06 00:00:00",0.15000000223517418
"2015-06-07 00:00:00",0.10000000149011612
"2015-07-01 00:00:00",,11
"2015-07-11 00:00:00",-0.4000000059604645
"2015-07-15 00:00:00",-0.10000000149011612
"2015-07-17 00:00:00",0.10000000149011612
"2015-07-19 00:00:00",0.20000000298023224
"2015-07-20 00:00:00",0.10000000149011612
"2015-07-21 00:00:00",0.10000000149011612
"2015-07-24 00:00:00",0.10000000149011612
"2015-07-28 00:00:00",-0.4000000059604645
"2015-08-01 00:00:00",,8
"2015-08-04 00:00:00",0.10000000149011612
"2015-08-06 00:00:00",-0.5
"2015-08-11 00:00:00",-0.6000000238418579
"2015-08-13 00:00:00",0.30000001192092896
"2015-08-19 00:00:00",0.10000000149011612
"2015-09-01 00:00:00",,8
"2015-09-09 00:00:00",-0.10000000149011612
"2015-09-14 00:00:00",0.10000000149011612
"2015-09-25 00:00:00",0.20000000298023224
"2015-09-30 00:00:00",-0.10000000149011612
"2015-10-01 00:00:00",-0.4000000059604645,4
"2015-10-14 00:00:00",-0.30000001192092896
"2015-10-16 00:00:00",0.20000000298023224
"2015-11-01 00:00:00",,5
"2015-11-05 00:00:00",-0.19999999925494194
"2015-11-08 00:00:00",-0.10000000149011612
"2015-11-15 00:00:00",-0.30000001192092896
"2015-11-24 00:00:00",0.10000000149011612
"2015-12-01 00:00:00",0,15
"2015-12-09 00:00:00",-0.23333333432674408
"2015-12-10 00:00:00",-0.30000001192092896
