,d_f_pipeline,d_g_oil,i_g_airline,d_f_pipeline_imputed,d_g_oil_imputed,i_g_airline_imputed,d_f_pipeline_roll5d,d_g_oil_roll5d,i_g_airline_roll5d,d_f_pipeline_imputed_lagg,d_g_oil_imputed_lagg,i_g_airline_imputed_lagg,d_f_pipeline_roll5d_lagg,d_g_oil_roll5d_lagg,i_g_airline_roll5d_lagg
2019-06-20,-0.20000000298023224,-0.3230769238792933,-0.2578947375479497,-0.20000000298023224,-0.3230769238792933,-0.2578947375479497,-0.1500000014901161,-0.2831081416008526,-0.20268656480808,0.0,-0.2304347876621329,-0.16956521991802298,-0.11000000089406967,-0.3099213287644624,-0.22360761707497265
2019-06-21,0.10000000149011612,-0.2241379341174816,-0.2681818191300739,0.10000000149011612,-0.2241379341174816,-0.2681818191300739,-0.11000000089406967,-0.25593572750047694,-0.2163229272929903,-0.20000000298023224,-0.3230769238792933,-0.2578947375479497,-0.1500000014901161,-0.2831081416008526,-0.20268656480808
2019-06-22,,-0.3400000013411045,-0.3000000063329935,0.0,-0.3400000013411045,-0.3000000063329935,-0.04000000059604645,-0.2652690603271708,-0.21324600385500064,0.10000000149011612,-0.2241379341174816,-0.2681818191300739,-0.11000000089406967,-0.25593572750047694,-0.2163229272929903
2019-06-23,0.4000000059604645,-0.29000000208616256,-0.3250000048428774,0.4000000059604645,-0.29000000208616256,-0.3250000048428774,0.06000000089406967,-0.2815299298172345,-0.26412835755438324,0.0,-0.3400000013411045,-0.3000000063329935,-0.04000000059604645,-0.2652690603271708,-0.21324600385500064
2019-06-24,,-0.2133333360155424,-0.3500000076989333,0.0,-0.2133333360155424,-0.3500000076989333,0.06000000089406967,-0.27810963948791645,-0.3002153151105653,0.4000000059604645,-0.29000000208616256,-0.3250000048428774,0.06000000089406967,-0.2815299298172345,-0.26412835755438324
2019-06-25,-0.4000000059604645,-0.20000000380807453,-0.3428571469017437,-0.4000000059604645,-0.20000000380807453,-0.3428571469017437,0.020000000298023225,-0.25349425547367266,-0.3172077969813241,0.0,-0.2133333360155424,-0.3500000076989333,0.06000000089406967,-0.27810963948791645,-0.3002153151105653
2019-06-26,0.10000000149011612,-0.125,-0.22222222636143368,0.10000000149011612,-0.125,-0.22222222636143368,0.020000000298023225,-0.23366666865017635,-0.30801587842759603,-0.4000000059604645,-0.20000000380807453,-0.3428571469017437,0.020000000298023225,-0.25349425547367266,-0.3172077969813241
2019-06-27,0.10000000149011612,-0.17222222230500644,-0.22222222429182795,0.10000000149011612,-0.17222222230500644,-0.22222222429182795,0.04000000059604645,-0.20011111284295677,-0.29246032201936295,0.10000000149011612,-0.125,-0.22222222636143368,0.020000000298023225,-0.23366666865017635,-0.30801587842759603
2019-06-28,,-0.008333333457509676,-0.18000000193715096,0.0,-0.008333333457509676,-0.18000000193715096,-0.04000000059604645,-0.1437777791172262,-0.2634603214382177,0.10000000149011612,-0.17222222230500644,-0.22222222429182795,0.04000000059604645,-0.20011111284295677,-0.29246032201936295
2019-06-29,,-0.09999999962747096,-0.2000000061733382,0.0,-0.09999999962747096,-0.2000000061733382,-0.04000000059604645,-0.12111111183961192,-0.23346032113309864,0.0,-0.008333333457509676,-0.18000000193715096,-0.04000000059604645,-0.1437777791172262,-0.2634603214382177
2019-06-30,,-0.15714285842009953,-0.3500000076989333,0.0,-0.15714285842009953,-0.3500000076989333,0.04000000059604645,-0.11253968276201691,-0.2348888932925366,0.0,-0.09999999962747096,-0.2000000061733382,-0.04000000059604645,-0.12111111183961192,-0.23346032113309864
2019-07-01,0.05000000074505806,-0.2769230804764308,-0.16666667039195696,0.05000000074505806,-0.2769230804764308,-0.16666667039195696,0.030000000447034835,-0.1429242988573031,-0.22377778209864124,0.0,-0.15714285842009953,-0.3500000076989333,0.04000000059604645,-0.11253968276201691,-0.2348888932925366
2019-07-02,,-0.14666666835546496,-0.3928571460502489,0.0,-0.14666666835546496,-0.3928571460502489,0.010000000149011612,-0.1378131880673948,-0.25790476645032545,0.05000000074505806,-0.2769230804764308,-0.16666667039195696,0.030000000447034835,-0.1429242988573031,-0.22377778209864124
2019-07-03,,-0.2619047636787097,-0.5200000017881393,0.0,-0.2619047636787097,-0.5200000017881393,0.010000000149011612,-0.18852747411163479,-0.32590476642052313,0.0,-0.14666666835546496,-0.3928571460502489,0.010000000149011612,-0.1378131880673948,-0.25790476645032545
2019-07-04,,-0.2933333401878675,-0.3250000011175871,0.0,-0.2933333401878675,-0.3250000011175871,0.010000000149011612,-0.22719414222371412,-0.3509047654093729,0.0,-0.2619047636787097,-0.5200000017881393,0.010000000149011612,-0.18852747411163479,-0.32590476642052313
2019-07-05,,-0.11249999981373547,-0.3000000014901161,0.0,-0.11249999981373547,-0.3000000014901161,0.010000000149011612,-0.2182655705024413,-0.3409047641676094,0.0,-0.2933333401878675,-0.3250000011175871,0.010000000149011612,-0.22719414222371412,-0.3509047654093729
2019-07-06,-0.30000001192092896,-0.328571434531893,-0.20000001043081286,-0.30000001192092896,-0.328571434531893,-0.20000001043081286,-0.06000000238418579,-0.22859524131353376,-0.34757143217538056,0.0,-0.11249999981373547,-0.3000000014901161,0.010000000149011612,-0.2182655705024413,-0.3409047641676094
2019-07-07,-0.6000000238418579,-0.21250000689178705,,-0.6000000238418579,-0.21250000689178705,0.0,-0.18000000715255737,-0.24176190902079817,-0.2690000029653308,-0.30000001192092896,-0.328571434531893,-0.20000001043081286,-0.06000000238418579,-0.22859524131353376,-0.34757143217538056
2019-07-08,0.8000000119209291,-0.75,-0.34999999900658924,0.8000000119209291,-0.75,-0.34999999900658924,-0.02000000476837156,-0.3393809562850562,-0.23500000240902078,-0.6000000238418579,-0.21250000689178705,0.0,-0.18000000715255737,-0.24176190902079817,-0.2690000029653308
2019-07-09,,-0.18333333730697632,-0.3111111174027125,0.0,-0.18333333730697632,-0.3111111174027125,-0.02000000476837156,-0.317380955708878,-0.23222222566604586,0.8000000119209291,-0.75,-0.34999999900658924,-0.02000000476837156,-0.3393809562850562,-0.23500000240902078
2019-07-10,,-0.1700000025331974,-0.22857143517051426,0.0,-0.1700000025331974,-0.22857143517051426,-0.02000000476837156,-0.32888095625277036,-0.21793651240212547,0.0,-0.18333333730697632,-0.3111111174027125,-0.02000000476837156,-0.317380955708878,-0.23222222566604586
2019-07-11,,-0.33529412176679163,-0.290000007301569,0.0,-0.33529412176679163,-0.290000007301569,0.03999999761581423,-0.3302254936997501,-0.2359365117762767,0.0,-0.1700000025331974,-0.22857143517051426,-0.02000000476837156,-0.32888095625277036,-0.21793651240212547
2019-07-12,,-0.18888889335923725,-0.32499999832361937,0.0,-0.18888889335923725,-0.32499999832361937,0.16000000238418582,-0.3255032709932401,-0.3009365114410006,0.0,-0.33529412176679163,-0.290000007301569,0.03999999761581423,-0.3302254936997501,-0.2359365117762767
2019-07-13,,-0.042857137109552114,-0.3000000076634543,0.0,-0.042857137109552114,-0.3000000076634543,0.0,-0.18407469841515053,-0.2909365131723736,0.0,-0.18888889335923725,-0.32499999832361937,0.16000000238418582,-0.3255032709932401,-0.3009365114410006
2019-07-14,,-0.2750000059604645,-0.3500000014901161,0.0,-0.2750000059604645,-0.3500000014901161,0.0,-0.20240803214584818,-0.29871428998985433,0.0,-0.042857137109552114,-0.3000000076634543,0.0,-0.18407469841515053,-0.2909365131723736
2019-07-15,,-0.247058824142989,-0.3142857189689364,0.0,-0.247058824142989,-0.3142857189689364,0.0,-0.2178197964678065,-0.31585714674953874,0.0,-0.2750000059604645,-0.3500000014901161,0.0,-0.20240803214584818,-0.29871428998985433
2019-07-16,0.6000000238418579,-0.18888889128963152,-0.10833333432674408,0.6000000238418579,-0.18888889128963152,-0.10833333432674408,0.12000000476837158,-0.1885387503723745,-0.2795238121545738,0.0,-0.247058824142989,-0.3142857189689364,0.0,-0.2178197964678065,-0.31585714674953874
2019-07-17,-0.350000012665987,-0.16470588524551952,-0.4000000067883068,-0.350000012665987,-0.16470588524551952,-0.4000000067883068,0.05000000223517418,-0.18370214874963095,-0.29452381384751125,0.6000000238418579,-0.18888889128963152,-0.10833333432674408,0.12000000476837158,-0.1885387503723745,-0.2795238121545738
2019-07-18,,-0.2769230821957955,-0.35263158655480337,0.0,-0.2769230821957955,-0.35263158655480337,0.05000000223517418,-0.23051533776687966,-0.30505012962578104,-0.350000012665987,-0.16470588524551952,-0.4000000067883068,0.05000000223517418,-0.18370214874963095,-0.29452381384751125
2019-07-19,0.20000000298023224,-0.2900000024586916,-0.2900000050663948,0.20000000298023224,-0.2900000024586916,-0.2900000050663948,0.09000000283122063,-0.23351533706652505,-0.2930501303410368,0.0,-0.2769230821957955,-0.35263158655480337,0.05000000223517418,-0.23051533776687966,-0.30505012962578104
2019-07-20,,-0.24615384810245955,-0.03333333134651184,0.0,-0.24615384810245955,-0.03333333134651184,0.09000000283122063,-0.23333434185841914,-0.23685965281655186,0.20000000298023224,-0.2900000024586916,-0.2900000050663948,0.09000000283122063,-0.23351533706652505,-0.2930501303410368
2019-07-21,,-0.08461538874186003,-0.412500006146729,0.0,-0.08461538874186003,-0.412500006146729,-0.030000001937150956,-0.21247964134886482,-0.2976929871805488,0.0,-0.24615384810245955,-0.03333333134651184,0.09000000283122063,-0.23333434185841914,-0.23685965281655186
2019-07-22,0.10000000149011612,-0.1888888875643412,-0.2500000037252903,0.10000000149011612,-0.1888888875643412,-0.2500000037252903,0.06000000089406967,-0.21731624181262918,-0.26769298656794555,0.0,-0.08461538874186003,-0.412500006146729,-0.030000001937150956,-0.21247964134886482,-0.2976929871805488
2019-07-23,,-0.13076923443720892,-0.2285714309130396,0.0,-0.13076923443720892,-0.2285714309130396,0.06000000089406967,-0.18808547226091185,-0.24288095543959282,0.10000000149011612,-0.1888888875643412,-0.2500000037252903,0.06000000089406967,-0.21731624181262918,-0.26769298656794555
2019-07-24,0.10000000149011612,0.06875000288709998,-0.2545454549518498,0.10000000149011612,0.06875000288709998,-0.2545454549518498,0.04000000059604645,-0.11633547119175354,-0.23579004541668383,0.0,-0.13076923443720892,-0.2285714309130396,0.06000000089406967,-0.18808547226091185,-0.24288095543959282
2019-07-25,0.10000000149011612,-0.17857143016798155,-0.3562500025145709,0.10000000149011612,-0.17857143016798155,-0.3562500025145709,0.06000000089406967,-0.10281898760485794,-0.30037337965029565,0.10000000149011612,0.06875000288709998,-0.2545454549518498,0.04000000059604645,-0.11633547119175354,-0.23579004541668383
2019-07-26,-0.19999999925494194,-0.06666666766007741,-0.4583333407839139,-0.19999999925494194,-0.06666666766007741,-0.4583333407839139,0.020000001043081285,-0.09922924338850143,-0.3095400465777326,0.10000000149011612,-0.17857143016798155,-0.3562500025145709,0.06000000089406967,-0.10281898760485794,-0.30037337965029565
2019-07-27,,0.10000000149011612,-0.20000000298023224,0.0,0.10000000149011612,-0.20000000298023224,7.450580596923829e-10,-0.04145146557760997,-0.299540046428721,-0.19999999925494194,-0.06666666766007741,-0.4583333407839139,0.020000001043081285,-0.09922924338850143,-0.3095400465777326
2019-07-28,-0.8000000119209291,0.028571432190282006,-0.3500000089406967,-0.8000000119209291,0.028571432190282006,-0.3500000089406967,-0.16000000163912775,-0.009583332252111781,-0.32382576203425245,0.0,0.10000000149011612,-0.20000000298023224,7.450580596923829e-10,-0.04145146557760997,-0.299540046428721
2019-07-29,-0.20000000298023224,-0.20909091220660644,-0.14166667001942793,-0.20000000298023224,-0.20909091220660644,-0.14166667001942793,-0.2200000025331974,-0.06515151527085307,-0.3012500050477681,-0.8000000119209291,0.028571432190282006,-0.3500000089406967,-0.16000000163912775,-0.009583332252111781,-0.32382576203425245
2019-07-30,0.10000000149011612,-0.2266666665673256,-0.26153846314320195,0.10000000149011612,-0.2266666665673256,-0.26153846314320195,-0.2200000025331974,-0.07477056255072187,-0.28230769717349424,-0.20000000298023224,-0.20909091220660644,-0.14166667001942793,-0.2200000025331974,-0.06515151527085307,-0.3012500050477681
2019-07-31,-0.366666667163372,-0.11176470886258516,-0.24615384867558116,-0.366666667163372,-0.11176470886258516,-0.24615384867558116,-0.2533333361148834,-0.08379017079122342,-0.23987179875182774,0.10000000149011612,-0.2266666665673256,-0.26153846314320195,-0.2200000025331974,-0.07477056255072187,-0.28230769717349424
2019-08-01,0.10000000149011612,0.030769226642755363,-0.3125000009313226,0.10000000149011612,0.030769226642755363,-0.3125000009313226,-0.2333333358168602,-0.09763632576069556,-0.2623717983420458,-0.366666667163372,-0.11176470886258516,-0.24615384867558116,-0.2533333361148834,-0.08379017079122342,-0.23987179875182774
2019-08-02,,-0.10000000248352686,-0.2333333368102709,0.0,-0.10000000248352686,-0.2333333368102709,-0.07333333343267438,-0.12335061269545736,-0.23903846391596062,0.10000000149011612,0.030769226642755363,-0.3125000009313226,-0.2333333358168602,-0.09763632576069556,-0.2623717983420458
2019-08-03,,-0.15000000223517418,-0.3333333407839139,0.0,-0.15000000223517418,-0.3333333407839139,-0.03333333283662794,-0.11153243070117089,-0.2773717980688578,0.0,-0.10000000248352686,-0.2333333368102709,-0.07333333343267438,-0.12335061269545736,-0.23903846391596062
2019-08-04,,-0.314285720033305,-0.16666666915019354,0.0,-0.314285720033305,-0.16666666915019354,-0.05333333313465116,-0.12905624139436678,-0.25839743927025605,0.0,-0.15000000223517418,-0.3333333407839139,-0.03333333283662794,-0.11153243070117089,-0.2773717980688578
2019-08-05,,-0.3076923117041588,-0.20000000298023224,0.0,-0.3076923117041588,-0.20000000298023224,0.020000000298023235,-0.1682417619626815,-0.24916667013118626,0.0,-0.314285720033305,-0.16666666915019354,-0.05333333313465116,-0.12905624139436678,-0.25839743927025605
2019-08-06,,-0.2062500044703484,-0.20000000422199568,0.0,-0.2062500044703484,-0.20000000422199568,1.1102230246251566e-17,-0.21564560818530226,-0.22666667078932087,0.0,-0.3076923117041588,-0.20000000298023224,0.020000000298023235,-0.1682417619626815,-0.24916667013118626
2019-08-07,0.20000000298023224,-0.2071428628904479,-0.3666666733721892,0.20000000298023224,-0.2071428628904479,-0.3666666733721892,0.040000000596046456,-0.23707418026668647,-0.25333333810170455,0.0,-0.2062500044703484,-0.20000000422199568,1.1102230246251566e-17,-0.21564560818530226,-0.22666667078932087
2019-08-08,-0.30000001192092896,-0.3800000056624413,-0.07500000204890966,-0.30000001192092896,-0.3800000056624413,-0.07500000204890966,-0.02000000178813933,-0.2830741809521399,-0.2016666703547037,0.20000000298023224,-0.2071428628904479,-0.3666666733721892,0.040000000596046456,-0.23707418026668647,-0.25333333810170455
2019-08-09,0.033333333830038704,-0.15000000347693762,-0.21111111342906952,0.033333333830038704,-0.15000000347693762,-0.21111111342906952,-0.013333335022131593,-0.2502170376408664,-0.21055555921047892,-0.30000001192092896,-0.3800000056624413,-0.07500000204890966,-0.02000000178813933,-0.2830741809521399,-0.2016666703547037
2019-08-10,0.10000000149011612,-0.2800000056624413,0.20000000298023224,0.10000000149011612,-0.2800000056624413,0.20000000298023224,0.006666665275891631,-0.24467857643252292,-0.130555558018386,0.033333333830038704,-0.15000000347693762,-0.21111111342906952,-0.013333335022131593,-0.2502170376408664,-0.21055555921047892
2019-08-11,,-0.03750000149011612,0.699999988079071,0.0,-0.03750000149011612,0.699999988079071,0.006666665275891631,-0.21092857583647645,0.04944444044182734,0.10000000149011612,-0.2800000056624413,0.20000000298023224,0.006666665275891631,-0.24467857643252292,-0.130555558018386
2019-08-12,0.10000000149011612,-0.15000000670552255,-0.2916666691501935,0.10000000149011612,-0.15000000670552255,-0.2916666691501935,-0.013333335022131593,-0.19950000459949138,0.06444444128622648,0.0,-0.03750000149011612,0.699999988079071,0.006666665275891631,-0.21092857583647645,0.04944444044182734
2019-08-13,-0.20000000298023224,-0.2666666756073634,-0.4727272763848305,-0.20000000298023224,-0.2666666756073634,-0.4727272763848305,0.006666666766007756,-0.1768333385884758,-0.015101013580957678,0.10000000149011612,-0.15000000670552255,-0.2916666691501935,-0.013333335022131593,-0.19950000459949138,0.06444444128622648
2019-08-14,,-0.15555556118488312,-0.37000000923872,0.0,-0.15555556118488312,-0.37000000923872,1.5265566588595904e-17,-0.1779444501300649,-0.046878792742887775,-0.20000000298023224,-0.2666666756073634,-0.4727272763848305,0.006666666766007756,-0.1768333385884758,-0.015101013580957678
2019-08-15,,-0.13750000204890964,-0.17142857451524054,0.0,-0.13750000204890964,-0.17142857451524054,-0.020000000298023207,-0.14944444940735854,-0.12116450824198233,0.0,-0.15555556118488312,-0.37000000923872,1.5265566588595904e-17,-0.1779444501300649,-0.046878792742887775
2019-08-16,,-0.3866666773955027,-0.1285714315516608,0.0,-0.3866666773955027,-0.1285714315516608,-0.020000000298023207,-0.21927778458843586,-0.2868787921681287,0.0,-0.13750000204890964,-0.17142857451524054,-0.020000000298023207,-0.14944444940735854,-0.12116450824198233
2019-08-17,,-0.2750000022351742,-0.20000000670552254,0.0,-0.2750000022351742,-0.20000000670552254,-0.04000000059604643,-0.2442777836943662,-0.2685454596791945,0.0,-0.3866666773955027,-0.1285714315516608,-0.020000000298023207,-0.21927778458843586,-0.2868787921681287
2019-08-18,,-0.18333333482344946,-0.20000000298023224,0.0,-0.18333333482344946,-0.20000000298023224,1.6653345369377347e-17,-0.22761111553758337,-0.21400000499827487,0.0,-0.2750000022351742,-0.20000000670552254,-0.04000000059604643,-0.2442777836943662,-0.2685454596791945
2019-08-19,-0.4500000029802321,-0.2312500048428774,-0.3000000032285849,-0.4500000029802321,-0.2312500048428774,-0.3000000032285849,-0.0900000005960464,-0.24275000426918222,-0.20000000379624785,0.0,-0.18333333482344946,-0.20000000298023224,1.6653345369377347e-17,-0.22761111553758337,-0.21400000499827487
2019-08-20,-0.20000000670552254,-0.12000000327825547,-0.15000000223517418,-0.20000000670552254,-0.12000000327825547,-0.15000000223517418,-0.13000000193715092,-0.2392500045150514,-0.19571428934023458,-0.4500000029802321,-0.2312500048428774,-0.3000000032285849,-0.0900000005960464,-0.24275000426918222,-0.20000000379624785
2019-08-21,,-0.19166666766007745,-0.23333333763811326,0.0,-0.19166666766007745,-0.23333333763811326,-0.13000000193715092,-0.20025000256796632,-0.21666667055752503,-0.20000000670552254,-0.12000000327825547,-0.15000000223517418,-0.13000000193715092,-0.2392500045150514,-0.19571428934023458
2019-08-22,0.20000000298023224,-0.17500000167638066,-0.28333333631356555,0.20000000298023224,-0.17500000167638066,-0.28333333631356555,-0.09000000134110446,-0.18025000245620762,-0.23333333647913362,0.0,-0.19166666766007745,-0.23333333763811326,-0.13000000193715092,-0.20025000256796632,-0.21666667055752503
2019-08-23,0.6000000238418579,-0.3000000001241763,-0.3700000062584877,0.6000000238418579,-0.3000000001241763,-0.3700000062584877,0.03000000342726712,-0.203583335516353,-0.2673333371347847,0.20000000298023224,-0.17500000167638066,-0.28333333631356555,-0.09000000134110446,-0.18025000245620762,-0.23333333647913362
2019-08-24,0.10000000149011612,-0.21000000834465027,-0.2500000037252903,0.10000000149011612,-0.21000000834465027,-0.2500000037252903,0.14000000432133677,-0.19933333621670757,-0.2573333372341258,0.6000000238418579,-0.3000000001241763,-0.3700000062584877,0.03000000342726712,-0.203583335516353,-0.2673333371347847
2019-08-25,,-0.20000000568953427,-0.2999999988824129,0.0,-0.20000000568953427,-0.2999999988824129,0.1800000056624413,-0.21533333669896332,-0.28733333656357357,0.10000000149011612,-0.21000000834465027,-0.2500000037252903,0.14000000432133677,-0.19933333621670757,-0.2573333372341258
2019-08-26,,-0.20526315663990224,-0.16999999806284904,0.0,-0.20526315663990224,-0.16999999806284904,0.1800000056624413,-0.2180526344949283,-0.27466666864852074,0.0,-0.20000000568953427,-0.2999999988824129,0.1800000056624413,-0.21533333669896332,-0.28733333656357357
2019-08-27,-0.15000000223517418,-0.03125000232830644,-0.15833333445092046,-0.15000000223517418,-0.03125000232830644,-0.15833333445092046,0.11000000461935999,-0.18930263462531344,-0.24966666827599168,0.0,-0.20526315663990224,-0.16999999806284904,0.1800000056624413,-0.2180526344949283,-0.27466666864852074
2019-08-28,-0.10000000149011612,-0.1105263170443083,-0.2833333394179742,-0.10000000149011612,-0.1105263170443083,-0.2833333394179742,-0.030000000447034814,-0.15140789800933985,-0.23233333490788902,-0.15000000223517418,-0.03125000232830644,-0.15833333445092046,0.11000000461935999,-0.18930263462531344,-0.24966666827599168
2019-08-29,0.20000000298023224,-0.17894737147971204,-0.17500000136593974,0.20000000298023224,-0.17894737147971204,-0.17500000136593974,-0.01000000014901159,-0.1451973706363522,-0.21733333443601888,-0.10000000149011612,-0.1105263170443083,-0.2833333394179742,-0.030000000447034814,-0.15140789800933985,-0.23233333490788902
2019-08-30,-0.10000000149011612,-0.14375000353902578,-0.3636363643136891,-0.10000000149011612,-0.14375000353902578,-0.3636363643136891,-0.030000000447034814,-0.13394737020625053,-0.2300606075222741,0.20000000298023224,-0.17894737147971204,-0.17500000136593974,-0.01000000014901159,-0.1451973706363522,-0.21733333443601888
2019-08-31,,-0.09166666927436988,0.07499999739229679,0.0,-0.09166666927436988,0.07499999739229679,-0.030000000447034814,-0.11122807273314403,-0.18106060843124494,-0.10000000149011612,-0.14375000353902578,-0.3636363643136891,-0.030000000447034814,-0.13394737020625053,-0.2300606075222741
2019-09-01,,-0.18333333854873976,,0.0,-0.18333333854873976,0.0,2.2204460492503132e-17,-0.1416447399772307,-0.14939394154106084,0.0,-0.09166666927436988,0.07499999739229679,-0.030000000447034814,-0.11122807273314403,-0.18106060843124494
2019-09-02,,-0.2166666748623053,-0.3250000048428774,0.0,-0.2166666748623053,-0.3250000048428774,0.020000000298023245,-0.1628728115408301,-0.15772727462604147,0.0,-0.18333333854873976,0.0,2.2204460492503132e-17,-0.1416447399772307,-0.14939394154106084
2019-09-03,0.15000000223517418,-0.2136363664811308,0.10000000273187956,0.15000000223517418,-0.2136363664811308,0.10000000273187956,0.010000000149011635,-0.16981061054111385,-0.10272727380647759,0.0,-0.2166666748623053,-0.3250000048428774,0.020000000298023245,-0.1628728115408301,-0.15772727462604147
2019-09-04,-0.19999999925494194,-0.2333333368102709,-0.1444444474246767,-0.19999999925494194,-0.2333333368102709,-0.1444444474246767,-0.00999999940395353,-0.18772727719536286,-0.0588888904286751,0.15000000223517418,-0.2136363664811308,0.10000000273187956,0.010000000149011635,-0.16981061054111385,-0.10272727380647759
2019-09-05,-0.6000000238418579,-0.18666666994492206,-0.11666666467984516,-0.6000000238418579,-0.18666666994492206,-0.11666666467984516,-0.1300000041723251,-0.20672727732947327,-0.09722222284310349,-0.19999999925494194,-0.2333333368102709,-0.1444444474246767,-0.00999999940395353,-0.18772727719536286,-0.0588888904286751
2019-09-06,0.10000000149011612,-0.15833333755532902,-0.4214285686612129,0.10000000149011612,-0.15833333755532902,-0.4214285686612129,-0.1100000038743019,-0.20172727713079114,-0.18150793657534608,-0.6000000238418579,-0.18666666994492206,-0.11666666467984516,-0.1300000041723251,-0.20672727732947327,-0.09722222284310349
2019-09-07,,0.04000000357627869,-0.3166666676600774,0.0,0.04000000357627869,-0.3166666676600774,-0.1100000038743019,-0.15039394144307436,-0.17984126913878606,0.10000000149011612,-0.15833333755532902,-0.4214285686612129,-0.1100000038743019,-0.20172727713079114,-0.18150793657534608
2019-09-08,,-0.17999999970197678,-0.3500000014901161,0.0,-0.17999999970197678,-0.3500000014901161,-0.14000000432133672,-0.14366666808724354,-0.2698412699831852,0.0,0.04000000357627869,-0.3166666676600774,-0.1100000038743019,-0.15039394144307436,-0.17984126913878606
2019-09-09,,-0.11999999930461247,-0.3875000048428774,0.0,-0.11999999930461247,-0.3875000048428774,-0.10000000447034833,-0.12100000058611186,-0.3184523814668253,0.0,-0.17999999970197678,-0.3500000014901161,-0.14000000432133672,-0.14366666808724354,-0.2698412699831852
2019-09-10,0.10000000149011612,-0.1157894746253365,-0.3500000098720193,0.10000000149011612,-0.1157894746253365,-0.3500000098720193,0.04000000059604647,-0.10682456152219474,-0.36511905050526017,0.0,-0.11999999930461247,-0.3875000048428774,-0.10000000447034833,-0.12100000058611186,-0.3184523814668253
2019-09-11,,-0.23888889079292616,-0.26666667001942795,0.0,-0.23888889079292616,-0.26666667001942795,0.020000000298023245,-0.12293567216971417,-0.3341666707769032,0.10000000149011612,-0.1157894746253365,-0.3500000098720193,0.04000000059604647,-0.10682456152219474,-0.36511905050526017
2019-09-12,,-0.1333333378036817,-0.20000000011462432,0.0,-0.1333333378036817,-0.20000000011462432,0.020000000298023245,-0.15760234044570626,-0.3108333372678126,0.0,-0.23888889079292616,-0.26666667001942795,0.020000000298023245,-0.12293567216971417,-0.3341666707769032
2019-09-13,,-0.31111111574702793,-0.13636363636363635,0.0,-0.31111111574702793,-0.13636363636363635,0.020000000298023245,-0.1838245636547165,-0.2681060642425166,0.0,-0.1333333378036817,-0.20000000011462432,0.020000000298023245,-0.15760234044570626,-0.3108333372678126
2019-09-14,,-0.4500000056411539,,0.0,-0.4500000056411539,0.0,0.020000000298023245,-0.24982456492202482,-0.1906060632739411,0.0,-0.31111111574702793,-0.13636363636363635,0.020000000298023245,-0.1838245636547165,-0.2681060642425166
2019-09-15,,-0.29411765187978745,-0.3400000110268593,0.0,-0.29411765187978745,-0.3400000110268593,2.2204460492503132e-17,-0.285490200372915,-0.1886060635049091,0.0,-0.4500000056411539,0.0,0.020000000298023245,-0.24982456492202482,-0.1906060632739411
2019-09-16,-0.23333332935969034,-0.31126760932761177,-0.45000001788139343,-0.23333332935969034,-0.31126760932761177,-0.45000001788139343,-0.046666665871938046,-0.2999659440798521,-0.2252727330773022,0.0,-0.29411765187978745,-0.3400000110268593,2.2204460492503132e-17,-0.285490200372915,-0.1886060635049091
2019-09-17,-0.5,-0.22127659920048207,-0.354545457796617,-0.5,-0.22127659920048207,-0.354545457796617,-0.14666666587193805,-0.31755459635921224,-0.25618182461370076,-0.23333332935969034,-0.31126760932761177,-0.45000001788139343,-0.046666665871938046,-0.2999659440798521,-0.2252727330773022
2019-09-18,,-0.2151515197121736,-0.1923076957464218,0.0,-0.2151515197121736,-0.1923076957464218,-0.14666666587193805,-0.29836267715224135,-0.26737063649025783,-0.5,-0.22127659920048207,-0.354545457796617,-0.14666666587193805,-0.31755459635921224,-0.25618182461370076
2019-09-19,-0.10000000149011612,-0.27391304529231525,-0.2727272774685513,-0.10000000149011612,-0.27391304529231525,-0.2727272774685513,-0.16666666616996126,-0.26314528508247365,-0.32191609198396814,0.0,-0.2151515197121736,-0.1923076957464218,-0.14666666587193805,-0.29836267715224135,-0.26737063649025783
2019-09-20,,-0.20810811020232536,-0.3266666655739148,0.0,-0.20810811020232536,-0.3266666655739148,-0.16666666616996126,-0.24594337674698125,-0.3192494228933792,-0.10000000149011612,-0.27391304529231525,-0.2727272774685513,-0.16666666616996126,-0.26314528508247365,-0.32191609198396814
2019-09-21,,-0.22666666756073636,-0.18000000417232515,0.0,-0.22666666756073636,-0.18000000417232515,-0.1200000002980232,-0.22902318839360616,-0.26524942015156555,0.0,-0.20810811020232536,-0.3266666655739148,-0.16666666616996126,-0.24594337674698125,-0.3192494228933792
2019-09-22,,-0.3133333335320155,-0.20000000422199568,0.0,-0.3133333335320155,-0.20000000422199568,-0.0200000002980232,-0.24743453525991282,-0.2343403294366413,0.0,-0.22666666756073636,-0.18000000417232515,-0.1200000002980232,-0.22902318839360616,-0.26524942015156555
2019-09-23,0.4000000059604645,-0.1892857181706599,-0.3647058855961351,0.4000000059604645,-0.1892857181706599,-0.3647058855961351,0.06000000089406969,-0.2422613749516101,-0.268819967406584,0.0,-0.3133333335320155,-0.20000000422199568,-0.0200000002980232,-0.24743453525991282,-0.2343403294366413
