,d_f_pipeline,d_g_oil,i_g_airline,d_f_pipeline_imputed,d_g_oil_imputed,i_g_airline_imputed,d_f_pipeline_roll5d,d_g_oil_roll5d,i_g_airline_roll5d,d_f_pipeline_imputed_lagg,d_g_oil_imputed_lagg,i_g_airline_imputed_lagg,d_f_pipeline_roll5d_lagg,d_g_oil_roll5d_lagg,i_g_airline_roll5d_lagg
2018-04-25,0.6000000238418579,-0.3500000078763281,-0.17500000074505806,0.6000000238418579,-0.3500000078763281,-0.17500000074505806,0.12000000476837158,-0.16783333537301834,-0.3068452406364182,0.0,-0.16666666666666666,-0.4571428596973419,0.030000000447034835,-0.1667222242098714,-0.3483158294239318
2018-04-26,0.10000000149011612,-0.2842105301587205,-0.3692307718671285,0.10000000149011612,-0.2842105301587205,-0.3692307718671285,0.14000000506639482,-0.24467544219949106,-0.3340247271510843,0.6000000238418579,-0.3500000078763281,-0.17500000074505806,0.12000000476837158,-0.16783333537301834,-0.3068452406364182
2018-04-27,,-0.5250000059604645,-0.18000000417232515,0.0,-0.5250000059604645,-0.18000000417232515,0.14000000506639482,-0.31767544291474675,-0.26002472858159575,0.10000000149011612,-0.2842105301587205,-0.3692307718671285,0.14000000506639482,-0.24467544219949106,-0.3340247271510843
2018-04-28,,-0.16666667039195696,-0.3333333407839139,0.0,-0.16666667039195696,-0.3333333407839139,0.14000000506639482,-0.2985087762108272,-0.30294139545315335,0.0,-0.5250000059604645,-0.18000000417232515,0.14000000506639482,-0.31767544291474675,-0.26002472858159575
2018-04-29,-0.5,-0.07142857355730874,-0.4999999987582366,-0.5,-0.07142857355730874,-0.4999999987582366,0.040000005066394805,-0.2794611575889556,-0.31151282326533225,0.0,-0.16666667039195696,-0.3333333407839139,0.14000000506639482,-0.2985087762108272,-0.30294139545315335
2018-04-30,0.10000000149011612,-0.26428571769169396,-0.3500000033527613,0.10000000149011612,-0.26428571769169396,-0.3500000033527613,-0.05999999940395355,-0.2623182995520288,-0.3465128237868729,-0.5,-0.07142857355730874,-0.4999999987582366,0.040000005066394805,-0.2794611575889556,-0.31151282326533225
2018-05-01,,-0.3444444520605935,-0.28571428677865435,0.0,-0.3444444520605935,-0.28571428677865435,-0.07999999970197677,-0.27436508393240333,-0.3298095267691781,0.10000000149011612,-0.26428571769169396,-0.3500000033527613,-0.05999999940395355,-0.2623182995520288,-0.3465128237868729
2018-05-02,,-0.06666666269302368,-0.025000004097819332,0.0,-0.06666666269302368,-0.025000004097819332,-0.07999999970197677,-0.1826984152789152,-0.2988095267542769,0.0,-0.3444444520605935,-0.28571428677865435,-0.07999999970197677,-0.27436508393240333,-0.3298095267691781
2018-05-03,-0.19999999925494194,-0.07692308036180642,-0.20833333830038706,-0.19999999925494194,-0.07692308036180642,-0.20833333830038706,-0.11999999955296517,-0.16474969727288508,-0.2738095262575716,0.0,-0.06666666269302368,-0.025000004097819332,-0.07999999970197677,-0.1826984152789152,-0.2988095267542769
2018-05-04,,-0.3625000054016709,-0.13333333159486452,0.0,-0.3625000054016709,-0.13333333159486452,-0.019999999552965164,-0.22296398364175748,-0.20047619282489718,-0.19999999925494194,-0.07692308036180642,-0.20833333830038706,-0.11999999955296517,-0.16474969727288508,-0.2738095262575716
2018-05-05,,-0.17500000447034836,-0.3000000044703484,0.0,-0.17500000447034836,-0.3000000044703484,-0.039999999850988385,-0.20510684099748838,-0.1904761930484146,0.0,-0.3625000054016709,-0.13333333159486452,-0.019999999552965164,-0.22296398364175748,-0.20047619282489718
2018-05-06,,-0.45000001788139343,-0.5499999970197678,0.0,-0.45000001788139343,-0.5499999970197678,-0.039999999850988385,-0.2262179541616484,-0.24333333509663727,0.0,-0.17500000447034836,-0.3000000044703484,-0.039999999850988385,-0.20510684099748838,-0.1904761930484146
2018-05-07,,-0.10909091274846684,-0.3800000086426735,0.0,-0.10909091274846684,-0.3800000086426735,-0.039999999850988385,-0.23470280417273703,-0.3143333360056081,0.0,-0.45000001788139343,-0.5499999970197678,-0.039999999850988385,-0.2262179541616484,-0.24333333509663727
2018-05-08,,-0.2357142902910709,-0.2799999937415123,0.0,-0.2357142902910709,-0.2799999937415123,0.0,-0.26646104615858995,-0.32866666709383313,0.0,-0.10909091274846684,-0.3800000086426735,-0.039999999850988385,-0.23470280417273703,-0.3143333360056081
2018-05-09,,-0.1842105267079253,-0.0999999965230624,0.0,-0.1842105267079253,-0.0999999965230624,0.0,-0.2308031504198408,-0.3220000000794727,0.0,-0.2357142902910709,-0.2799999937415123,0.0,-0.26646104615858995,-0.32866666709383313
2018-05-10,-0.19999999925494194,-0.2545454569838264,-0.18000000268220898,-0.19999999925494194,-0.2545454569838264,-0.18000000268220898,-0.039999999850988385,-0.2467122409225364,-0.2979999997218449,0.0,-0.1842105267079253,-0.0999999965230624,0.0,-0.2308031504198408,-0.3220000000794727
2018-05-11,,-0.3750000037252903,-0.8000000119209291,0.0,-0.3750000037252903,-0.8000000119209291,-0.039999999850988385,-0.23171223809131578,-0.3480000027020771,-0.19999999925494194,-0.2545454569838264,-0.18000000268220898,-0.039999999850988385,-0.2467122409225364,-0.2979999997218449
2018-05-12,,-0.2500000037252903,-0.3000000044703484,0.0,-0.2500000037252903,-0.3000000044703484,-0.039999999850988385,-0.25989405628668044,-0.332000001867612,0.0,-0.3750000037252903,-0.8000000119209291,-0.039999999850988385,-0.23171223809131578,-0.3480000027020771
2018-05-13,0.30000001192092896,-0.26666666318972904,-0.30000001067916554,0.30000001192092896,-0.26666666318972904,-0.30000001067916554,0.020000002533197402,-0.26608453086641204,-0.33600000525514273,0.0,-0.2500000037252903,-0.3000000044703484,-0.039999999850988385,-0.25989405628668044,-0.332000001867612
2018-05-14,,-0.02500000037252903,-0.3142857157758304,0.0,-0.02500000037252903,-0.3142857157758304,0.020000002533197402,-0.2342424255993328,-0.3788571491056963,0.30000001192092896,-0.26666666318972904,-0.30000001067916554,0.020000002533197402,-0.26608453086641204,-0.33600000525514273
2018-05-15,-0.4000000059604645,-0.17142857504742487,-0.2461538498218243,-0.4000000059604645,-0.17142857504742487,-0.2461538498218243,-0.019999998807907104,-0.21761904921205252,-0.39208791853361935,0.0,-0.02500000037252903,-0.3142857157758304,0.020000002533197402,-0.2342424255993328,-0.3788571491056963
2018-05-16,0.10000000149011612,-0.11818182062019003,-0.2222222230500645,0.10000000149011612,-0.11818182062019003,-0.2222222230500645,1.4901161193847657e-09,-0.1662554125910325,-0.2765323607594464,-0.4000000059604645,-0.17142857504742487,-0.2461538498218243,-0.019999998807907104,-0.21761904921205252,-0.39208791853361935
2018-05-17,0.6000000238418579,-0.022222223381201427,0.0,0.6000000238418579,-0.022222223381201427,0.0,0.1200000062584877,-0.12069985652221471,-0.21653235986537672,0.10000000149011612,-0.11818182062019003,-0.2222222230500645,1.4901161193847657e-09,-0.1662554125910325,-0.2765323607594464
2018-05-18,,-0.12727272849191318,-0.5071428684251649,0.0,-0.12727272849191318,-0.5071428684251649,0.06000000387430191,-0.09282106958265154,-0.2579609314145766,0.6000000238418579,-0.022222223381201427,0.0,0.1200000062584877,-0.12069985652221471,-0.21653235986537672
2018-05-19,,0.20000001043081286,-0.400000000372529,0.0,0.20000001043081286,-0.400000000372529,0.06000000387430191,-0.04782106742198315,-0.2751037883339163,0.0,-0.12727272849191318,-0.5071428684251649,0.06000000387430191,-0.09282106958265154,-0.2579609314145766
2018-05-20,,-0.15000000409781933,-0.2999999988824129,0.0,-0.15000000409781933,-0.2999999988824129,0.14000000506639482,-0.04353535323206205,-0.285873018146034,0.0,0.20000001043081286,-0.400000000372529,0.06000000387430191,-0.04782106742198315,-0.2751037883339163
2018-05-21,-0.30000001192092896,-0.2357142844370433,-0.23000000268220905,-0.30000001192092896,-0.2357142844370433,-0.23000000268220905,0.06000000238418579,-0.0670418459954327,-0.2874285740724629,0.0,-0.15000000409781933,-0.2999999988824129,0.14000000506639482,-0.04353535323206205,-0.285873018146034
2018-05-22,,-0.293333338201046,-0.1714285718543189,0.0,-0.293333338201046,-0.1714285718543189,-0.06000000238418579,-0.12126406895940163,-0.3217142884433267,-0.30000001192092896,-0.2357142844370433,-0.23000000268220905,0.06000000238418579,-0.0670418459954327,-0.2874285740724629
2018-05-23,-0.10000000149011612,-0.25833333656191826,-0.3181818215684457,-0.10000000149011612,-0.25833333656191826,-0.3181818215684457,-0.08000000268220901,-0.14747619057340264,-0.28392207907198286,0.0,-0.293333338201046,-0.1714285718543189,-0.06000000238418579,-0.12126406895940163,-0.3217142884433267
2018-05-24,0.20000000298023224,-0.12500000325962898,-0.3928571455180645,0.20000000298023224,-0.12500000325962898,-0.3928571455180645,-0.04000000208616257,-0.212476193311491,-0.28249350810109,-0.10000000149011612,-0.25833333656191826,-0.3181818215684457,-0.08000000268220901,-0.14747619057340264,-0.28392207907198286
2018-05-25,0.10000000149011612,-0.2888888940215111,-0.2461538498218243,0.10000000149011612,-0.2888888940215111,-0.2461538498218243,-0.020000001788139342,-0.24025397129622936,-0.2717242782889723,0.20000000298023224,-0.12500000325962898,-0.3928571455180645,-0.04000000208616257,-0.212476193311491,-0.28249350810109
2018-05-26,,-0.4166666616996129,-0.4000000059604645,0.0,-0.4166666616996129,-0.4000000059604645,0.04000000059604645,-0.2764444467487433,-0.30572427894462334,0.10000000149011612,-0.2888888940215111,-0.2461538498218243,-0.020000001788139342,-0.24025397129622936,-0.2717242782889723
2018-05-27,,-0.2500000074505806,-0.13999999612569808,0.0,-0.2500000074505806,-0.13999999612569808,0.04000000059604645,-0.2677777805986502,-0.29943856379889916,0.0,-0.4166666616996129,-0.4000000059604645,0.04000000059604645,-0.2764444467487433,-0.30572427894462334
2018-05-28,,-0.30666666428248085,-0.3000000007450581,0.0,-0.30666666428248085,-0.3000000007450581,0.06000000089406967,-0.27744444614276276,-0.2958021996342216,0.0,-0.2500000074505806,-0.13999999612569808,0.04000000059604645,-0.2677777805986502,-0.29943856379889916
2018-05-29,2.4835268656412763e-09,-0.119999997317791,-0.1666666685293118,2.4835268656412763e-09,-0.119999997317791,-0.1666666685293118,0.0200000007947286,-0.27644444495439513,-0.25056410423647113,0.0,-0.30666666428248085,-0.3000000007450581,0.06000000089406967,-0.27744444614276276,-0.2958021996342216
2018-05-30,0.10000000149011612,-0.18000000566244126,-0.2333333378036817,0.10000000149011612,-0.18000000566244126,-0.2333333378036817,0.0200000007947286,-0.2546666672825812,-0.2480000018328426,2.4835268656412763e-09,-0.119999997317791,-0.1666666685293118,0.0200000007947286,-0.27644444495439513,-0.25056410423647113
2018-05-31,,-0.11666666716337205,-0.2600000038743019,0.0,-0.11666666716337205,-0.2600000038743019,0.0200000007947286,-0.19466666837533303,-0.22000000141561005,0.10000000149011612,-0.18000000566244126,-0.2333333378036817,0.0200000007947286,-0.2546666672825812,-0.2480000018328426
2018-06-01,,-0.2285714287843023,-0.20000000230290674,0.0,-0.2285714287843023,-0.20000000230290674,0.0200000007947286,-0.19038095264207738,-0.23200000265105175,0.0,-0.11666666716337205,-0.2600000038743019,0.0200000007947286,-0.19466666837533303,-0.22000000141561005
2018-06-02,,-0.3250000039115548,-0.4200000062584877,0.0,-0.3250000039115548,-0.4200000062584877,0.0200000007947286,-0.19404762056789218,-0.25600000375373766,0.0,-0.2285714287843023,-0.20000000230290674,0.0200000007947286,-0.19038095264207738,-0.23200000265105175
2018-06-03,,-0.2500000074505806,-0.30000001192092896,0.0,-0.2500000074505806,-0.30000001192092896,0.020000000298023228,-0.2200476225944501,-0.2826666724320611,0.0,-0.3250000039115548,-0.4200000062584877,0.0200000007947286,-0.19404762056789218,-0.25600000375373766
2018-06-04,0.10000000149011612,-0.20625000353902576,-0.2333333409494824,0.10000000149011612,-0.20625000353902576,-0.2333333409494824,0.020000000298023225,-0.22529762216976698,-0.28266667306122123,0.0,-0.2500000074505806,-0.30000001192092896,0.020000000298023228,-0.2200476225944501,-0.2826666724320611
2018-06-05,0.10000000149011612,-0.1250000037252903,-0.20555556275778347,0.10000000149011612,-0.1250000037252903,-0.20555556275778347,0.04000000059604645,-0.22696428948215064,-0.2717777848379176,0.10000000149011612,-0.20625000353902576,-0.2333333409494824,0.020000000298023225,-0.22529762216976698,-0.28266667306122123
2018-06-06,,-0.10000000149011612,,0.0,-0.10000000149011612,0.0,0.04000000059604645,-0.2012500040233134,-0.23177778437733623,0.10000000149011612,-0.1250000037252903,-0.20555556275778347,0.04000000059604645,-0.22696428948215064,-0.2717777848379176
2018-06-07,,-0.15555555787351394,-0.3272727321494709,0.0,-0.15555555787351394,-0.3272727321494709,0.04000000059604645,-0.1673611148157052,-0.21323232955553287,0.0,-0.10000000149011612,0.0,0.04000000059604645,-0.2012500040233134,-0.23177778437733623
2018-06-08,-0.10000000149011612,-0.2875000024214387,,-0.10000000149011612,-0.2875000024214387,0.0,0.020000000298023225,-0.17486111380987684,-0.15323232717134708,0.0,-0.15555555787351394,-0.3272727321494709,0.04000000059604645,-0.1673611148157052,-0.21323232955553287
2018-06-09,,-0.5666666676600774,0.20000000298023224,0.0,-0.5666666676600774,0.20000000298023224,0.0,-0.24694444663408718,-0.06656565838540414,-0.10000000149011612,-0.2875000024214387,0.0,0.020000000298023225,-0.17486111380987684,-0.15323232717134708
2018-06-10,,-0.1599999964237213,-0.4000000059604645,0.0,-0.1599999964237213,-0.4000000059604645,-0.020000000298023225,-0.2539444451737734,-0.10545454702594034,0.0,-0.5666666676600774,0.20000000298023224,0.0,-0.24694444663408718,-0.06656565838540414
2018-06-11,0.10000000149011612,-0.2500000074505806,-0.3000000044703484,0.10000000149011612,-0.2500000074505806,-0.3000000044703484,0.0,-0.2839444463658663,-0.16545454792001002,0.0,-0.1599999964237213,-0.4000000059604645,-0.020000000298023225,-0.2539444451737734,-0.10545454702594034
2018-06-12,,-0.34615384500760304,-0.3000000002128737,0.0,-0.34615384500760304,-0.3000000002128737,0.0,-0.32206410379268413,-0.16000000153269062,0.10000000149011612,-0.2500000074505806,-0.3000000044703484,0.0,-0.2839444463658663,-0.16545454792001002
2018-06-13,,-0.16666666666666666,-0.3999999985098839,0.0,-0.16666666666666666,-0.3999999985098839,0.020000000298023225,-0.29789743664172974,-0.2400000012346674,0.0,-0.34615384500760304,-0.3000000002128737,0.0,-0.32206410379268413,-0.16000000153269062
2018-06-14,,-0.02857142367533275,-0.3833333378036817,0.0,-0.02857142367533275,-0.3833333378036817,0.020000000298023225,-0.1902783878447808,-0.35666666939145014,0.0,-0.16666666666666666,-0.3999999985098839,0.020000000298023225,-0.29789743664172974,-0.2400000012346674
2018-06-15,,-0.18333333854873976,-0.33750000689178705,0.0,-0.18333333854873976,-0.33750000689178705,0.020000000298023225,-0.19494505626978448,-0.3441666695777147,0.0,-0.02857142367533275,-0.3833333378036817,0.020000000298023225,-0.1902783878447808,-0.35666666939145014
2018-06-16,,-0.3666666820645332,-0.30000001192092896,0.0,-0.3666666820645332,-0.30000001192092896,0.0,-0.21827839119257503,-0.3441666710678308,0.0,-0.18333333854873976,-0.33750000689178705,0.020000000298023225,-0.19494505626978448,-0.3441666695777147
2018-06-17,,-0.050000002607703216,-0.3000000044703484,0.0,-0.050000002607703216,-0.3000000044703484,0.0,-0.15904762271259504,-0.3441666719193257,0.0,-0.3666666820645332,-0.30000001192092896,0.0,-0.21827839119257503,-0.3441666710678308
2018-06-18,,-0.14545454965396362,-0.3200000047683716,0.0,-0.14545454965396362,-0.3200000047683716,0.0,-0.15480519931005446,-0.3281666731710232,0.0,-0.050000002607703216,-0.3000000044703484,0.0,-0.15904762271259504,-0.3441666719193257
2018-06-19,,-0.4100000120699406,-0.13333333863152394,0.0,-0.4100000120699406,-0.13333333863152394,0.0,-0.23109091698897602,-0.2781666733365917,0.0,-0.14545454965396362,-0.3200000047683716,0.0,-0.15480519931005446,-0.3281666731710232
2018-06-20,0.0,0.07777777976459926,-0.3222222319907612,0.0,0.07777777976459926,-0.3222222319907612,0.0,-0.1788686933263082,-0.2751111183563865,0.0,-0.4100000120699406,-0.13333333863152394,0.0,-0.23109091698897602,-0.2781666733365917
2018-06-21,,-0.1125000026077032,-0.23999999910593034,0.0,-0.1125000026077032,-0.23999999910593034,0.0,-0.12803535743494215,-0.2631111157933868,0.0,0.07777777976459926,-0.3222222319907612,0.0,-0.1788686933263082,-0.2751111183563865
2018-06-22,-0.4000000059604645,-0.1,-0.39999999602635705,-0.4000000059604645,-0.1,-0.39999999602635705,-0.0800000011920929,-0.13803535691340152,-0.2831111141045885,0.0,-0.1125000026077032,-0.23999999910593034,0.0,-0.12803535743494215,-0.2631111157933868
2018-06-23,,0.20000000298023224,-2.980232238769532e-09,0.0,0.20000000298023224,-2.980232238769532e-09,-0.0800000011920929,-0.06894444638656234,-0.21911111374696066,-0.4000000059604645,-0.1,-0.39999999602635705,-0.0800000011920929,-0.13803535691340152,-0.2831111141045885
2018-06-24,,-0.2166666698952516,-0.5000000074505806,0.0,-0.2166666698952516,-0.5000000074505806,-0.0800000011920929,-0.030277777951624552,-0.29244444751077203,0.0,0.20000000298023224,-2.980232238769532e-09,-0.0800000011920929,-0.06894444638656234,-0.21911111374696066
2018-06-25,,-0.18333333854873976,-0.18000000268220898,0.0,-0.18333333854873976,-0.18000000268220898,-0.0800000011920929,-0.08250000161429236,-0.26400000164906157,0.0,-0.2166666698952516,-0.5000000074505806,-0.0800000011920929,-0.030277777951624552,-0.29244444751077203
2018-06-26,,-0.1846153879394898,-0.2555555585357878,0.0,-0.1846153879394898,-0.2555555585357878,-0.0800000011920929,-0.09692307868064967,-0.2671111135350331,0.0,-0.18333333854873976,-0.18000000268220898,-0.0800000011920929,-0.08250000161429236,-0.26400000164906157
2018-06-27,-0.20000000670552254,-0.07857143399970871,-0.3333333432674408,-0.20000000670552254,-0.07857143399970871,-0.3333333432674408,-0.040000001341104506,-0.0926373654805914,-0.2537777829832498,0.0,-0.1846153879394898,-0.2555555585357878,-0.0800000011920929,-0.09692307868064967,-0.2671111135350331
2018-06-28,-0.30000001192092896,-0.2538461524706621,-0.2500000037252903,-0.30000001192092896,-0.2538461524706621,-0.2500000037252903,-0.1000000037252903,-0.18340659657077027,-0.3037777831322614,-0.20000000670552254,-0.07857143399970871,-0.3333333432674408,-0.040000001341104506,-0.0926373654805914,-0.2537777829832498
2018-06-29,0.2500000037252903,-0.3400000065565109,-0.3666666696468989,0.2500000037252903,-0.3400000065565109,-0.3666666696468989,-0.05000000298023224,-0.20807326390302214,-0.27711111557152507,-0.30000001192092896,-0.2538461524706621,-0.2500000037252903,-0.1000000037252903,-0.18340659657077027,-0.3037777831322614
2018-06-30,,-0.0800000011920929,-2.4835268656412763e-09,0.0,-0.0800000011920929,-2.4835268656412763e-09,-0.05000000298023224,-0.18740659643169277,-0.24111111553178866,0.2500000037252903,-0.3400000065565109,-0.3666666696468989,-0.05000000298023224,-0.20807326390302214,-0.27711111557152507
2018-07-01,,-0.3500000052154064,-0.1749999988824129,0.0,-0.3500000052154064,-0.1749999988824129,-0.05000000298023224,-0.22048351988687606,-0.22500000360111366,0.0,-0.0800000011920929,-2.4835268656412763e-09,-0.05000000298023224,-0.18740659643169277,-0.24111111553178866
2018-07-02,,-0.12500000434617198,-0.13333333904544512,0.0,-0.12500000434617198,-0.13333333904544512,-0.010000001639127731,-0.2297692339561687,-0.18500000275671455,0.0,-0.3500000052154064,-0.1749999988824129,-0.05000000298023224,-0.22048351988687606,-0.22500000360111366
2018-07-03,0.10000000149011612,-0.18750000093132255,-0.3571428582072258,0.10000000149011612,-0.18750000093132255,-0.3571428582072258,0.07000000104308128,-0.21650000364830077,-0.20642857365310166,0.0,-0.12500000434617198,-0.13333333904544512,-0.010000001639127731,-0.2297692339561687,-0.18500000275671455
2018-07-04,,-0.12999999895691872,-0.20000000298023224,0.0,-0.12999999895691872,-0.20000000298023224,0.020000000298023225,-0.17450000212838232,-0.1730952403197683,0.10000000149011612,-0.18750000093132255,-0.3571428582072258,0.07000000104308128,-0.21650000364830077,-0.20642857365310166
2018-07-05,0.10000000149011612,-0.2266666725277901,-0.5999999940395355,0.10000000149011612,-0.2266666725277901,-0.5999999940395355,0.04000000059604645,-0.20383333639552176,-0.29309523863097003,0.0,-0.12999999895691872,-0.20000000298023224,0.020000000298023225,-0.17450000212838232,-0.1730952403197683
2018-07-06,,-0.061538461882334486,-0.3750000018626452,0.0,-0.061538461882334486,-0.3750000018626452,0.04000000059604645,-0.14614102772890739,-0.33309523922701645,0.10000000149011612,-0.2266666725277901,-0.5999999940395355,0.04000000059604645,-0.20383333639552176,-0.29309523863097003
2018-07-07,,0.0,-0.20000000298023224,0.0,0.0,-0.20000000298023224,0.04000000059604645,-0.12114102685967298,-0.34642857201397387,0.0,-0.061538461882334486,-0.3750000018626452,0.04000000059604645,-0.14614102772890739,-0.33309523922701645
2018-07-08,,-0.3666666733721892,-0.12000000327825547,0.0,-0.3666666733721892,-0.12000000327825547,0.020000000298023225,-0.15697436134784631,-0.2990000010281798,0.0,0.0,-0.20000000298023224,0.04000000059604645,-0.12114102685967298,-0.34642857201397387
2018-07-09,0.30000001192092896,-0.13846154109789774,-0.4142857247165272,0.30000001192092896,-0.13846154109789774,-0.4142857247165272,0.08000000268220901,-0.1586666697760421,-0.3418571453754388,0.0,-0.3666666733721892,-0.12000000327825547,0.020000000298023225,-0.15697436134784631,-0.2990000010281798
2018-07-10,,0.029999999701976775,-0.30000000167638063,0.0,0.029999999701976775,-0.30000000167638063,0.06000000238418579,-0.10733333533008875,-0.2818571469028079,0.30000001192092896,-0.13846154109789774,-0.4142857247165272,0.08000000268220901,-0.1586666697760421,-0.3418571453754388
2018-07-11,-0.20000000298023224,-0.14000000432133675,0.05454545535824516,-0.20000000298023224,-0.14000000432133675,0.05454545535824516,0.020000001788139342,-0.1230256438178892,-0.19594805545862984,0.0,0.029999999701976775,-0.30000000167638063,0.06000000238418579,-0.10733333533008875,-0.2818571469028079
2018-07-12,0.10000000149011612,-0.3461538495925757,-0.3875000039115548,0.10000000149011612,-0.3461538495925757,-0.3875000039115548,0.04000000208616257,-0.19225641373640437,-0.23344805564489435,-0.20000000298023224,-0.14000000432133675,0.05454545535824516,0.020000001788139342,-0.1230256438178892,-0.19594805545862984
2018-07-13,0.20000000298023224,-0.1875000037252903,-0.062499997206032276,0.20000000298023224,-0.1875000037252903,-0.062499997206032276,0.08000000268220901,-0.15642307980702458,-0.22194805443044968,0.10000000149011612,-0.3461538495925757,-0.3875000039115548,0.04000000208616257,-0.19225641373640437,-0.23344805564489435
2018-07-14,,-0.0999999965230624,0.033333336313565574,0.0,-0.0999999965230624,0.033333336313565574,0.020000000298023225,-0.1487307708920575,-0.13242424222443114,0.20000000298023224,-0.1875000037252903,-0.062499997206032276,0.08000000268220901,-0.15642307980702458,-0.22194805443044968
2018-07-15,,-0.21249999944120648,-0.1600000023841858,0.0,-0.21249999944120648,-0.1600000023841858,0.020000000298023225,-0.19723077072069414,-0.10442424236599217,0.0,-0.0999999965230624,0.033333336313565574,0.020000000298023225,-0.1487307708920575,-0.13242424222443114
2018-07-16,0.10000000149011612,-0.24444444560342365,0.2000000054637591,0.10000000149011612,-0.24444444560342365,0.2000000054637591,0.0800000011920929,-0.21811965897711155,-0.0753333323448894,0.0,-0.21249999944120648,-0.1600000023841858,0.020000000298023225,-0.19723077072069414,-0.10442424236599217
2018-07-17,,-0.21818181669170209,-0.08235294371843338,0.0,-0.21818181669170209,-0.08235294371843338,0.06000000089406967,-0.1925252523969368,-0.014303920306265105,0.10000000149011612,-0.24444444560342365,0.2000000054637591,0.0800000011920929,-0.21811965897711155,-0.0753333323448894
2018-07-18,-0.20000000298023224,-0.17500000322858492,-0.2111111101177004,-0.20000000298023224,-0.17500000322858492,-0.2111111101177004,-0.020000000298023225,-0.19002525229759573,-0.04402614288859873,0.0,-0.21818181669170209,-0.08235294371843338,0.06000000089406967,-0.1925252523969368,-0.014303920306265105
2018-07-19,,-0.3333333320915699,-0.03333333879709244,0.0,-0.3333333320915699,-0.03333333879709244,-0.020000000298023225,-0.23669191941129722,-0.05735947791073033,-0.20000000298023224,-0.17500000322858492,-0.2111111101177004,-0.020000000298023225,-0.19002525229759573,-0.04402614288859873
2018-07-20,-0.10000000149011612,-0.2111111142569118,2.4835268656412763e-09,-0.10000000149011612,-0.2111111142569118,2.4835268656412763e-09,-0.04000000059604645,-0.23641414237443828,-0.02535947693718779,0.0,-0.3333333320915699,-0.03333333879709244,-0.020000000298023225,-0.23669191941129722,-0.05735947791073033
2018-07-21,,0.0,-3.725290298461914e-09,0.0,0.0,-3.725290298461914e-09,-0.06000000089406967,-0.18752525325375355,-0.06535947877499768,-0.10000000149011612,-0.2111111142569118,2.4835268656412763e-09,-0.04000000059604645,-0.23641414237443828,-0.02535947693718779
2018-07-22,,-0.2000000085681677,-0.23333332935969034,0.0,-0.2000000085681677,-0.23333332935969034,-0.06000000089406967,-0.18388889162904667,-0.09555555590324907,0.0,0.0,-3.725290298461914e-09,-0.06000000089406967,-0.18752525325375355,-0.06535947877499768
2018-07-23,,-0.19230769517330026,-0.4600000008940697,0.0,-0.19230769517330026,-0.4600000008940697,-0.020000000298023225,-0.18735043001798973,-0.14533333405852294,0.0,-0.2000000085681677,-0.23333332935969034,-0.06000000089406967,-0.18388889162904667,-0.09555555590324907
2018-07-24,,-0.12999999821186065,-0.3600000113248825,0.0,-0.12999999821186065,-0.3600000113248825,-0.020000000298023225,-0.14668376324204785,-0.21066666856408095,0.0,-0.19230769517330026,-0.4600000008940697,-0.020000000298023225,-0.18735043001798973,-0.14533333405852294
2018-07-25,,-0.3000000007450581,-0.3818181841210885,0.0,-0.3000000007450581,-0.3818181841210885,0.0,-0.16446154053967713,-0.28703030588500406,0.0,-0.12999999821186065,-0.3600000113248825,-0.020000000298023225,-0.14668376324204785,-0.21066666856408095
2018-07-26,0.10000000149011612,-0.2666666736205419,-0.25714286097458433,0.10000000149011612,-0.2666666736205419,-0.25714286097458433,0.020000000298023225,-0.2177948752637855,-0.33845887733486285,0.0,-0.3000000007450581,-0.3818181841210885,0.0,-0.16446154053967713,-0.28703030588500406
2018-07-27,,-0.1285714336803981,-0.2625000020489097,0.0,-0.1285714336803981,-0.2625000020489097,0.020000000298023225,-0.20350916028623156,-0.3442922118727067,0.10000000149011612,-0.2666666736205419,-0.25714286097458433,0.020000000298023225,-0.2177948752637855,-0.33845887733486285
2018-07-28,,-0.05999999940395355,-0.1666666716337204,0.0,-0.05999999940395355,-0.1666666716337204,0.020000000298023225,-0.17704762113236222,-0.28562554602063683,0.0,-0.1285714336803981,-0.2625000020489097,0.020000000298023225,-0.20350916028623156,-0.3442922118727067
2018-07-29,,-0.09999999962747096,-0.10000000149011612,0.0,-0.09999999962747096,-0.10000000149011612,0.020000000298023225,-0.17104762141548427,-0.23362554405368358,0.0,-0.05999999940395355,-0.1666666716337204,0.020000000298023225,-0.17704762113236222,-0.28562554602063683
2018-07-30,-0.10000000149011612,-0.16000000288089114,-0.3333333399560716,-0.10000000149011612,-0.16000000288089114,-0.3333333399560716,0.0,-0.1430476218426509,-0.22392857522068024,0.0,-0.09999999962747096,-0.10000000149011612,0.020000000298023225,-0.17104762141548427,-0.23362554405368358
2018-07-31,-0.4000000059604645,-0.2500000046566129,-0.2300000086426735,-0.4000000059604645,-0.2500000046566129,-0.2300000086426735,-0.10000000149011612,-0.1397142880498651,-0.21850000475429807,-0.10000000149011612,-0.16000000288089114,-0.3333333399560716,0.0,-0.1430476218426509,-0.22392857522068024
2018-08-01,0.10000000149011612,-0.31000000089406965,-0.3222222261958652,0.10000000149011612,-0.31000000089406965,-0.3222222261958652,-0.0800000011920929,-0.17600000149259937,-0.23044444958368918,-0.4000000059604645,-0.2500000046566129,-0.2300000086426735,-0.10000000149011612,-0.1397142880498651,-0.21850000475429807
