DateTime,Daily News Sentiment
1/8/2021 0:00,-0.2
1/12/2021 0:00,0.1
1/13/2021 0:00,-0.1
1/14/2021 0:00,-0.1
1/15/2021 0:00,-0.3
1/16/2021 0:00,-0.22
1/20/2021 0:00,-0.1
1/21/2021 0:00,-0.1
1/23/2021 0:00,-0.1
1/29/2021 0:00,-0.05
2/1/2021 0:00,-0.23
2/2/2021 0:00,-0.3
2/3/2021 0:00,-0.18
2/6/2021 0:00,0.1
2/10/2021 0:00,-0.1
2/14/2021 0:00,0.1
2/23/2021 0:00,-0.5
2/24/2021 0:00,-0.5
2/25/2021 0:00,0.07
2/26/2021 0:00,-0.4
2/27/2021 0:00,-0.6
