date,Value_PHILLIPS 66,Value_BP P.L.C.,Value_VALERO ENERGY CORPORATION,Value_CHEVRON CORPORATION,Value_OCCIDENTAL PETROLEUM CORPORATION,Value_MARATHON OIL CORPORATION,Value_PIONEER NATURAL RESOURCES COMPANY,Value_CONOCOPHILLIPS,Value_EXXON MOBIL CORPORATION,Value_MARATHON PETROLEUM CORPORATION,futures_prev_day_open_interest,lag_Value_PHILLIPS 66,lag_Value_BP P.L.C.,lag_Value_VALERO ENERGY CORPORATION,lag_Value_CHEVRON CORPORATION,lag_Value_OCCIDENTAL PETROLEUM CORPORATION,lag_Value_MARATHON OIL CORPORATION,lag_Value_PIONEER NATURAL RESOURCES COMPANY,lag_Value_CONOCOPHILLIPS,lag_Value_EXXON MOBIL CORPORATION,lag_Value_MARATHON PETROLEUM CORPORATION,lag_d_f_chevron,lag_d_f_drilling,lag_d_f_exxon,lag_d_f_fossil_fuel,lag_d_f_marathon_oil,lag_d_f_occidental_petroleum,lag_d_f_oil,lag_d_f_oilfield,lag_d_f_phillips_66,lag_d_f_valero,lag_d_g_chevron,lag_d_g_drilling,lag_d_g_exxon,lag_d_g_fossil_fuel,lag_d_g_oil,lag_d_g_oilfield,lag_d_g_pipeline,lag_d_g_valero,lag_i_f_airline,lag_i_f_carbon_footprint,lag_i_f_emissions,lag_i_f_epa,lag_i_f_greenhouse,lag_i_f_pollution,lag_i_f_sanction,lag_i_f_solar,lag_i_f_turbine,lag_i_f_vacation,lag_i_g_airline,lag_i_g_carbon_footprint,lag_i_g_emissions,lag_i_g_epa,lag_i_g_greenhouse,lag_i_g_hurricane_storm,lag_i_g_pollution,lag_i_g_sanction,lag_i_g_solar,lag_i_g_turbine,lag_i_g_vacation,lag_futures_settle,lag_crude_usd_per_barrel
2017-04-05,77.57,34.59,65.09,108.64,63.43,15.98,188.3,49.11,82.53,49.44,545892.0,78.43,34.79,65.81,108.66,64.01,16.14,187.81,49.73,82.37,50.3,0.0,0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22500000335276127,0.0,0.0,-0.17272727665576068,0.0,-0.5,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.10000000149011612,0.0,0.5,-0.06666666766007741,0.0,0.0,0.0,0.20000000298023224,0.0,-0.5,-0.3000000007450581,0.0,0.0,0.050000002607703216,51.03,50.99
2017-04-06,76.88,34.73,65.07,109.29,63.28,16.31,190.44,49.81,83.01,49.84,511207.0,77.57,34.59,65.09,108.64,63.43,15.98,188.3,49.11,82.53,49.44,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.04999999701976776,0.0,0.0,-0.06000000238418578,0.0,-0.05000000074505806,0.0,-0.13333333656191826,0.0,-0.5,-0.5,0.0,0.0,-0.4000000059604645,0.0,0.0,0.0,-0.3285714355962617,0.0,0.0,-0.30000001192092896,0.0,0.0,-0.45000001788139343,-0.4000000059604645,0.10000000149011612,0.25,0.0,51.15,51.14
2017-04-07,77.15,34.85,65.57,108.86,62.99,16.26,189.83,49.54,82.76,50.02,482370.0,76.88,34.73,65.07,109.29,63.28,16.31,190.44,49.81,83.01,49.84,0.0,-0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.4000000059604645,0.0,0.0,-0.3750000111758709,0.0,-0.10000000149011612,0.0,0.10000000149011612,0.0,-0.8000000119209291,-0.8000000119209291,0.0,-0.20000000298023224,-0.4000000059604645,-0.20000000298023224,0.10000000149011612,0.30000001192092896,-0.3142857210976737,0.0,0.0,-0.5,0.0,0.0,-0.4000000009934108,0.0,2.4835268656412767e-09,0.0,0.0,51.7,51.69
2017-04-10,78.05,35.09,65.35,109.43,64.14,16.56,190.34,50.15,83.13,50.14,415815.0,77.15,34.85,65.57,108.86,62.99,16.26,189.83,49.54,82.76,50.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,-0.30000001192092896,0.0,-0.12000000476837155,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999970197678,0.0,0.0,-0.3000000089406967,0.0,0.0,-0.699999988079071,0.0,0.0,-0.2500000074505806,-0.20000000298023224,-0.06666666517655055,0.0,0.10000000149011612,52.24,52.25
2017-04-11,77.88,35.37,65.63,108.97,64.98,16.6,189.95,50.15,82.84,50.43,348279.0,78.05,35.09,65.35,109.43,64.14,16.56,190.34,50.15,83.13,50.14,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,-0.10000000149011612,-0.20000000298023224,0.0,0.0,0.0,-0.3333333457509677,0.0,-0.5,0.0,-0.5500000007450581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4125000045945247,0.0,0.0,-0.30000001192092896,-0.6000000238418579,0.0,-0.10000000335276127,-0.30000001192092896,0.10000000149011612,0.10000000149011612,0.0,53.08,53.06
2017-04-12,77.38,35.45,65.13,108.97,65.06,16.41,186.9,49.44,82.97,49.94,287890.0,77.88,35.37,65.63,108.97,64.98,16.6,189.95,50.15,82.84,50.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,-0.10000000149011612,0.0,-0.4500000029802321,0.0,-0.4545454528521408,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,-0.4000000059604645,-0.4184615430923609,0.0,0.0,-0.10000000149011612,-0.6500000059604645,0.0,-0.26666666318972904,0.0,0.10000000149011612,0.10000000149011612,0.0,53.4,53.38
2017-04-13,76.67,34.99,64.68,106.1,64.09,15.91,182.06,48.62,81.69,49.24,211355.0,77.38,35.45,65.13,108.97,65.06,16.41,186.9,49.44,82.97,49.94,-0.4000000059604645,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,-0.10000000149011612,0.0,0.0,-0.020000000298023225,0.0,0.0,0.0,-0.2777777815030681,0.0,-0.5,-0.5,0.0,0.0,-0.5,0.0,0.0,-0.20000000298023224,-0.4838709720680791,0.0,0.0,0.0,0.0,0.0,-0.2333333368102709,0.0,0.05000000074505806,0.0,-0.36666667461395264,53.11,53.12
2017-04-17,77.01,35.03,65.19,106.17,64.03,16.02,183.01,48.95,81.58,49.9,167578.0,76.67,34.99,64.68,106.1,64.09,15.91,182.06,48.62,81.69,49.24,0.0,0.0,-0.10000000149011612,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,0.20000000670552254,0.0,0.0,0.0,-0.39999999965612704,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.4212121263597951,0.0,0.0,-0.15000000596046448,-0.20000000298023224,0.0,0.0,-0.20000000298023224,0.025000004097819332,0.0,-0.2400000035762787,53.18,53.19
2017-04-18,75.93,34.67,64.15,105.68,62.7,15.74,180.63,48.69,81.05,48.94,106872.0,77.01,35.03,65.19,106.17,64.03,16.02,183.01,48.95,81.58,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21111111674043867,-0.10000000149011612,-0.3500000089406967,0.0,-0.2800000071525573,0.0,0.0,0.0,0.0,0.0,-0.6000000238418579,0.0,0.0,-0.4000000059604645,-0.34117647654869976,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.04999999701976776,0.0,0.10000000149011612,52.65,52.62
2017-04-19,75.33,34.14,63.49,104.23,61.96,15.06,175.06,48.0,80.49,48.19,72578.0,75.93,34.67,64.15,105.68,62.7,15.74,180.63,48.69,81.05,48.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,-0.2666666656732559,-0.30000001192092896,0.0,-0.2600000038743019,-0.10000000149011612,0.0,0.0,-0.2500000074505806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34999999683350325,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.10000000149011612,0.0,-0.07500000111758709,52.41,52.46
2017-04-20,75.75,34.15,64.1,104.88,61.93,15.09,174.44,47.95,81.01,48.54,24679.0,75.33,34.14,63.49,104.23,61.96,15.06,175.06,48.0,80.49,48.19,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.10000000149011612,-0.5,-0.2083333327124516,0.0,0.0,-0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,-0.3400000065565109,0.0,0.0,0.0,-0.4285714338932719,0.0,0.0,0.0,0.0,0.0,-0.4800000160932541,0.0,-0.2500000037252903,0.0,-0.05000000447034837,50.44,50.49
2017-04-21,76.35,34.0,65.23,104.89,61.86,15.16,174.63,47.74,80.69,48.56,620206.0,75.75,34.15,64.1,104.88,61.93,15.09,174.44,47.95,81.01,48.54,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,-0.1333333378036817,-0.30000001192092896,0.20000000298023224,0.0,-0.25000000319310595,0.0,-0.10000000335276127,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,-0.10000000149011612,-0.10000000149011612,-0.5,0.0,0.0,-0.3363636406985196,0.0,0.0,-0.3500000089406967,0.0,0.0,-0.4000000059604645,-0.30000001192092896,0.033333336313565574,0.0,-0.22500000894069672,50.27,50.26
2017-04-24,77.51,34.45,66.82,105.93,62.07,15.15,175.72,47.91,81.11,50.19,620044.0,76.35,34.0,65.23,104.89,61.86,15.16,174.63,47.74,80.69,48.56,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.699999988079071,-0.09999999962747096,0.0,0.10000000149011612,-0.18181818317283285,0.0,-0.2666666681567828,0.0,0.10000000149011612,0.0,0.0,0.0,-0.10000000149011612,-0.20000000298023224,0.0,0.0,0.0,0.0,-0.1999999980131785,0.0,0.0,-0.5,0.0,0.0,-0.10000000024835268,0.0,-0.019999998807907104,-0.4000000059604645,0.3750000018626452,49.62,49.64
2017-04-25,78.08,34.66,65.83,106.73,62.5,15.61,178.35,48.79,81.73,50.03,621205.0,77.51,34.45,66.82,105.93,62.07,15.15,175.72,47.91,81.11,50.19,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2454545464028012,0.0,-0.30000001192092896,0.0,-0.6000000139077505,0.0,0.10000000149011612,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.0,-0.3000000004063953,0.0,0.0,0.0,0.0,0.0,-0.29999999701976776,-0.4250000007450581,0.10000000149011612,0.0,-0.10000000149011612,49.23,48.9
