date,Value_PHILLIPS 66,Value_BP P.L.C.,Value_VALERO ENERGY CORPORATION,Value_CHEVRON CORPORATION,Value_OCCIDENTAL PETROLEUM CORPORATION,Value_MARATHON OIL CORPORATION,Value_PIONEER NATURAL RESOURCES COMPANY,Value_CONOCOPHILLIPS,Value_EXXON MOBIL CORPORATION,Value_MARATHON PETROLEUM CORPORATION,futures_prev_day_open_interest,lag_Value_PHILLIPS 66,lag_Value_BP P.L.C.,lag_Value_VALERO ENERGY CORPORATION,lag_Value_CHEVRON CORPORATION,lag_Value_OCCIDENTAL PETROLEUM CORPORATION,lag_Value_MARATHON OIL CORPORATION,lag_Value_PIONEER NATURAL RESOURCES COMPANY,lag_Value_CONOCOPHILLIPS,lag_Value_EXXON MOBIL CORPORATION,lag_Value_MARATHON PETROLEUM CORPORATION,lag_d_f_chevron,lag_d_f_drilling,lag_d_f_exxon,lag_d_f_fossil_fuel,lag_d_f_marathon_oil,lag_d_f_occidental_petroleum,lag_d_f_oil,lag_d_f_oilfield,lag_d_f_phillips_66,lag_d_f_valero,lag_d_g_chevron,lag_d_g_drilling,lag_d_g_exxon,lag_d_g_fossil_fuel,lag_d_g_oil,lag_d_g_oilfield,lag_d_g_pipeline,lag_d_g_valero,lag_i_f_airline,lag_i_f_carbon_footprint,lag_i_f_emissions,lag_i_f_epa,lag_i_f_greenhouse,lag_i_f_pollution,lag_i_f_sanction,lag_i_f_solar,lag_i_f_turbine,lag_i_f_vacation,lag_i_g_airline,lag_i_g_carbon_footprint,lag_i_g_emissions,lag_i_g_epa,lag_i_g_greenhouse,lag_i_g_hurricane_storm,lag_i_g_pollution,lag_i_g_sanction,lag_i_g_solar,lag_i_g_turbine,lag_i_g_vacation,lag_futures_settle,lag_crude_usd_per_barrel
2017-08-04,85.6,36.33,68.53,110.11,62.09,12.9,135.34,45.56,80.21,55.79,544546.0,85.65,36.14,68.5,109.43,61.55,12.51,135.12,44.91,80.49,55.89,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.4000000109275182,0.0,0.0,-0.1200000025331974,0.0,0.0,0.0,-0.3000000007450581,0.0,0.0,0.0,0.0,0.0,-0.4000000096857548,0.0,0.0,0.0,-0.3750000037252903,0.0,0.0,0.0,0.4000000059604645,-0.20000000298023224,-0.30000000695387524,-0.4999999925494194,0.09999999900658924,0.0,-0.3000000007450581,49.03,49.03
2017-08-07,85.07,36.75,68.0,109.78,61.83,12.35,129.64,45.17,80.16,54.9,538718.0,85.6,36.33,68.53,110.11,62.09,12.9,135.34,45.56,80.21,55.79,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000566244125,0.0,0.0,0.09999999528129896,0.0,0.10000000149011612,0.0,-0.36666667461395264,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,0.0,0.10000000149011612,-0.3000000044703484,0.0,0.0,0.0,0.0,0.0,-0.3500000089406967,-0.550000011920929,0.13333333532015482,0.0,-0.17500000447034836,49.58,49.57
2017-08-08,85.02,36.54,67.79,110.35,61.35,12.37,135.38,45.63,79.96,54.44,472032.0,85.07,36.75,68.0,109.78,61.83,12.35,129.64,45.17,80.16,54.9,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333407839139,0.0,0.0,0.0,0.4000000059604645,0.0,-0.30000001192092896,-0.30000001192092896,0.0,0.0,-0.05000000074505806,0.0,0.0,0.0,-0.07999999672174454,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,-0.4250000072643161,0.0,0.0,-0.3333333383003871,49.39,49.37
2017-08-09,84.49,36.16,66.93,110.89,61.66,12.2,137.55,45.65,80.21,52.99,411744.0,85.02,36.54,67.79,110.35,61.35,12.37,135.38,45.63,79.96,54.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,-0.5166666756073633,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.2666666756073634,-0.239999994635582,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.25,0.0,0.10000000149011612,0.0,-0.3500000014901161,49.17,49.07
2017-08-10,83.64,35.47,66.2,110.11,61.34,12.05,135.26,44.97,78.97,52.21,364643.0,84.49,36.16,66.93,110.89,61.66,12.2,137.55,45.65,80.21,52.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.1090909093618393,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,0.0,0.0,-0.4000000059604645,-0.4000000059604645,-0.5,-0.10000000149011612,-0.2333333430190881,0.0,0.0,0.0,0.0,0.0,0.0,-0.3500000089406967,0.10000000055879353,0.0,-0.5200000047683716,49.56,49.59
2017-08-11,83.44,34.94,66.15,109.23,61.13,12.12,134.02,44.79,78.21,52.16,322477.0,83.64,35.47,66.2,110.11,61.34,12.05,135.26,44.97,78.97,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,-0.20000000298023224,0.0,0.20000000298023224,-0.2800000056624413,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,-0.4000000059604645,-0.19999999925494194,0.0,0.0,-0.200000007947286,-0.3000000044703484,0.0,0.0,0.0,0.0,0.0,-0.3285714366606304,-0.6000000238418579,-0.07500000204890966,0.0,0.20000000049670533,48.59,48.54
2017-08-14,83.88,34.68,66.79,108.71,61.24,11.63,132.84,44.54,78.23,52.31,288171.0,83.44,34.94,66.15,109.23,61.13,12.12,134.02,44.79,78.21,52.16,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6500000059604645,0.0,0.0,-0.12222223066621354,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.3000000044703484,-0.3000000044703484,-0.20000000298023224,0.0,-0.8999999761581421,0.0,0.0,-0.550000011920929,-0.24999999875823656,0.0,0.0,0.0,0.0,0.0,-0.3500000014901161,-0.5,0.28333333879709244,0.0,0.033333333830038704,48.82,48.81
2017-08-15,83.68,34.57,67.15,108.57,60.62,11.53,133.7,44.5,78.04,51.89,266238.0,83.88,34.68,66.79,108.71,61.24,11.63,132.84,44.54,78.23,52.31,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,-0.8000000119209291,-0.8000000119209291,-0.2857142889073917,0.0,-0.10000000149011612,0.0,-0.10000000149011612,0.0,0.0,0.0,0.0,-0.3500000014901161,-0.20000000298023224,0.0,0.0,-0.20000000298023224,-0.37500000558793545,0.0,0.0,0.5,0.0,0.0,0.0,-0.3000000007450581,-0.23750000167638066,0.0,0.10000000149011612,47.59,47.59
2017-08-16,83.03,34.29,65.99,106.84,59.7,11.19,131.63,43.69,77.47,51.06,205139.0,83.68,34.57,67.15,108.57,60.62,11.53,133.7,44.5,78.04,51.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.17000000029802326,0.0,-0.4000000059604645,0.0,-0.10000000335276127,0.0,0.0,0.0,0.0,-0.4000000059604645,-0.8000000119209291,0.0,0.0,0.0,-0.4666666686534882,0.0,0.0,0.0,0.0,0.0,-0.20000000670552254,-0.5499999970197678,-0.11666666964689892,0.0,-0.10000000894069673,47.55,47.57
2017-08-17,80.89,34.1,64.55,105.92,58.92,10.82,131.27,43.0,76.26,49.7,161590.0,83.03,34.29,65.99,106.84,59.7,11.19,131.63,43.69,77.47,51.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.21249999944120648,0.0,0.350000012665987,0.0,-0.10000000149011612,0.0,0.0,0.0,0.0,-0.699999988079071,0.10000000149011612,-0.10000000521540643,0.0,0.0,-0.3999999947845936,0.0,0.0,0.0,0.0,-0.10000000149011612,-0.4000000059604645,-0.4000000059604645,0.00714285724929401,0.0,-0.4000000059604645,46.78,46.8
2017-08-18,81.56,34.16,64.75,106.48,59.15,10.87,131.95,43.11,76.64,50.11,96943.0,80.89,34.1,64.55,105.92,58.92,10.82,131.27,43.0,76.26,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,-0.40000000471870106,0.0,-0.20000001043081286,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,-0.3500000089406967,-0.5,-0.10000000149011612,-0.2500000111758709,0.8000000119209291,-0.4600000083446503,0.0,0.0,0.10000000149011612,0.0,-0.10000000149011612,-0.3999999947845936,0.0,-0.04545454748652198,0.0,1.862645149230957e-09,47.09,47.07
2017-08-21,81.9,34.0,64.7,105.78,58.84,10.77,127.94,42.5,76.38,49.45,62446.0,81.56,34.16,64.75,106.48,59.15,10.87,131.95,43.11,76.64,50.11,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26666667064030963,0.0,0.0,-0.02500000037252903,0.0,-0.10000000149011612,0.0,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,-0.1333333303531011,0.0,0.0,-0.22000000774860384,0.0,0.0,0.10000000149011612,-0.4000000059604645,-0.4000000059604645,0.0,0.0,-0.08823529806207209,0.0,-0.1333333378036817,48.51,48.59
2017-08-22,82.23,34.15,65.58,106.36,59.16,10.89,128.06,43.19,76.74,49.67,25636.0,81.9,34.0,64.7,105.78,58.84,10.77,127.94,42.5,76.38,49.45,0.0,-0.4000000134110451,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.10000000149011612,-0.2750000115483999,0.30000001192092896,-0.5,-0.2315789512113521,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,-0.21111111756828094,0.0,0.0,4.9670537312825535e-09,0.0,0.0,0.0,0.0,0.0,-0.350000012665987,-0.2666666756073634,-0.05818181796507401,0.0,-0.29999999701976776,47.37,47.39
2017-08-23,82.36,34.24,65.71,106.61,59.6,11.02,129.71,43.69,76.61,50.17,522164.0,82.23,34.15,65.58,106.36,59.16,10.89,128.06,43.19,76.74,49.67,-0.4500000029802321,-0.6500000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,0.0,0.0,-0.2250000024214387,0.0,-0.23333332935969034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000074505806,0.0,0.0,-0.4000000044703483,0.0,0.0,-0.699999988079071,-0.4000000059604645,0.0,-0.33999999761581423,-0.20000000670552254,-0.10294117953847436,0.0,0.050000002607703216,47.64,47.65
2017-08-24,83.87,34.18,67.44,107.44,59.13,10.99,128.41,43.3,76.33,51.13,519698.0,82.36,34.24,65.71,106.61,59.6,11.02,129.71,43.69,76.61,50.17,-0.20000000298023224,-0.5,-0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571428560784885,0.0,0.0,-0.06923076911614491,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,-0.699999988079071,0.0,0.0,0.0,-0.18000000566244126,0.0,0.0,0.0,-0.10000000149011612,-0.20000000298023224,0.0,-0.45000000670552254,-0.08999999612569809,0.0,-0.28571429210049765,48.41,48.45
2017-08-25,83.42,34.54,67.67,108.23,59.22,11.05,129.2,43.58,76.72,51.72,518796.0,83.87,34.18,67.44,107.44,59.13,10.99,128.41,43.3,76.33,51.13,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4666666835546494,-0.699999988079071,0.0,-0.2416666721304257,0.0,-0.5,0.0,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,-0.10000000149011612,0.0,0.699999988079071,-0.25000000186264515,0.0,0.0,0.0,0.0,-0.17272727326913315,-0.6000000238418579,-0.5999999940395355,-0.10000000149011612,0.0,-0.10000000335276127,47.43,47.24
2017-08-28,83.65,34.47,68.42,107.76,59.13,10.92,128.46,43.05,76.47,52.52,516590.0,83.42,34.54,67.67,108.23,59.22,11.05,129.2,43.58,76.72,51.72,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,0.0,0.0,-0.14000000283122066,-0.4000000059604645,0.0,0.0,-0.4000000134110451,0.0,-0.20000000298023224,-0.20000000298023224,0.5,0.0,-0.30000001192092896,-0.20000000298023224,0.0,-0.8000000119209291,-0.08333333457509677,0.0,0.0,0.0,0.0,-0.012500002048909664,-0.2500000074505806,-0.4500000042219957,0.0833333320915699,0.0,0.26666667064030963,47.87,47.65
2017-08-29,83.5,34.37,67.92,107.86,59.08,10.88,127.96,42.85,76.45,51.43,535948.0,83.65,34.47,68.42,107.76,59.13,10.92,128.46,43.05,76.47,52.52,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,-0.3833333365619183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,-0.2666666756073634,-0.4000000040978193,0.0,0.0,0.0,0.20000000298023224,-0.2703703746751503,-0.6666666865348816,-0.550000011920929,0.0,-0.10000000149011612,-0.4000000059604645,46.57,46.4
2017-08-30,83.6,34.37,68.41,107.73,59.17,10.9,128.8,43.41,76.1,52.33,525791.0,83.5,34.37,67.92,107.86,59.08,10.88,127.96,42.85,76.45,51.43,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,-0.2500000049670537,0.0,-0.2500000037252903,0.0,-0.05000000074505806,0.0,0.0,0.0,0.0,0.0,-0.4000000134110451,0.0,0.0,0.20000000298023224,-0.04999999515712261,0.0,0.0,-0.6000000238418579,0.0,-0.2588235306389192,-0.3799999997019768,-0.5000000099341074,0.02499999850988388,0.0,0.033333333830038704,46.44,46.46
2017-08-31,83.81,34.73,68.1,107.62,59.7,11.12,129.65,43.66,76.33,52.45,517701.0,83.6,34.37,68.41,107.73,59.17,10.9,128.8,43.41,76.1,52.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2800000071525573,0.0,0.0,-0.037500000558793545,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000000223517418,0.0,0.0,0.0,0.0,-0.30000000819563866,0.0,0.0,0.0,0.0,-0.3190476259305364,-0.2500000074505806,-0.5333333512147268,-0.10000000521540643,0.0,0.699999988079071,45.96,45.96
2017-09-01,84.43,34.77,69.2,108.76,59.75,11.27,130.64,44.24,76.57,54.28,527656.0,83.81,34.73,68.1,107.62,59.7,11.12,129.65,43.66,76.33,52.45,0.0,0.6000000238418579,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,-0.10000000149011612,0.0,-0.5,-0.2249999996274709,0.0,-0.28000000342726705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.03333333134651184,0.0,0.0,-0.5,0.0,-0.2750000050291419,-0.4333333373069763,0.0,0.4000000134110451,0.0,-0.04000000059604645,47.23,47.26
2017-09-05,83.24,34.95,67.91,109.44,60.72,11.29,131.13,44.39,77.18,51.79,519924.0,84.43,34.77,69.2,108.76,59.75,11.27,130.64,44.24,76.57,54.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.1952830215670028,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,-0.28750000055879354,0.0,-0.2499999925494194,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,-0.15000000223517418,-0.20000000298023224,0.0,0.0,0.0,0.0,-0.2300000041723252,-0.3000000063329935,-0.6000000238418579,-0.07500000298023224,0.0,0.2500000111758709,47.29,47.32
2017-09-06,83.36,35.32,68.11,111.79,61.62,11.73,133.08,45.06,78.78,52.37,518140.0,83.24,34.95,67.91,109.44,60.72,11.29,131.13,44.39,77.18,51.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000134110451,0.0,0.0,0.009999996423721314,0.0,1.4901161193847655e-09,0.0,-0.13333333532015482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3857142946549824,0.0,0.0,0.0,0.0,-0.020000000298023225,-0.033333328862984984,-0.699999988079071,-0.20000000298023224,0.0,-0.5000000149011612,48.66,48.63
2017-09-07,84.04,35.5,68.86,111.8,61.86,11.78,131.78,45.11,79.03,52.63,453038.0,83.36,35.32,68.11,111.79,61.62,11.73,133.08,45.06,78.78,52.37,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2099999964237213,0.0,0.0,0.0,-0.06250000186264515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.416666679084301,0.0,0.0,-0.30000001192092896,0.0,-0.2900000035762787,-0.3000000094374021,-0.6500000059604645,-0.3000000007450581,0.0,-0.8000000119209291,49.16,49.13
2017-09-08,84.7,35.32,69.54,110.78,60.24,11.31,128.5,44.47,78.82,53.42,421000.0,84.04,35.5,68.86,111.8,61.86,11.78,131.78,45.11,79.03,52.63,0.0,0.0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.10000000335276127,0.0,0.10000000149011612,0.0,-0.3000000044703484,0.0,0.10000000149011612,0.10000000149011612,0.4000000059604645,-0.10000000149011612,-0.6000000238418579,0.0,0.0,0.0,0.033333333830038704,0.20000000298023224,0.20000000298023224,-0.2500000037252903,0.0,-0.21923077221100146,-0.5499999970197678,-0.4250000156462193,-0.3333333432674408,0.0,0.0,49.09,49.1
2017-09-11,85.19,35.56,69.81,112.52,60.41,11.49,129.69,44.93,79.25,53.75,384975.0,84.7,35.32,69.54,110.78,60.24,11.31,128.5,44.47,78.82,53.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,-0.10000000521540643,0.0,0.0,0.0,-0.5333333412806193,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,-0.30000001192092896,0.0,-0.4000000040978193,0.0,0.0,0.0,0.0,-0.10000000355972184,-0.5,-0.10000000149011612,0.4000000059604645,-0.30000001192092896,0.10000000149011612,47.48,47.44
2017-09-12,85.73,35.75,70.21,112.49,60.78,11.59,129.92,44.93,79.5,53.77,332807.0,85.19,35.56,69.81,112.52,60.41,11.49,129.69,44.93,79.25,53.75,0.0,0.20000000298023224,0.0,-0.13333333283662796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.2400000095367432,0.0,-0.45000001788139343,0.0,-0.699999988079071,0.0,0.0,0.0,0.0,-0.5333333512147268,-0.10000000149011612,-0.4000000059604645,0.10000000149011612,-0.30000001192092896,-0.20000000447034835,0.0,0.0,0.0,0.0,-0.26666667064030963,0.10000000521540643,-0.3000000044703484,-0.8000000119209291,-0.350000012665987,-0.3000000007450581,48.07,48.06
2017-09-13,86.35,35.99,71.0,114.18,61.55,11.91,135.51,45.56,79.77,53.21,300216.0,85.73,35.75,70.21,112.49,60.78,11.59,129.92,44.93,79.5,53.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.699999988079071,0.0,-0.3500000108033419,0.0,0.0,-0.699999988079071,-0.5,0.0,0.0,0.0,0.0,0.0,-0.4666666686534882,0.0,0.0,0.0,-0.3000000044703484,0.0,0.0,-0.20000000298023224,0.0,-0.3000000049086178,0.4000000059604645,-0.5000000170298985,-0.05000000447034837,0.0,0.0,48.23,48.21
2017-09-14,86.24,36.33,69.94,114.45,61.58,11.93,136.93,45.83,80.09,52.34,243183.0,86.35,35.99,71.0,114.18,61.55,11.91,135.51,45.56,79.77,53.21,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.19000000208616247,0.0,-0.5666666726271311,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,0.0,-0.07999999821186066,0.0,0.0,0.0,0.0,-0.2900000035762787,-0.6666666865348816,-0.3000000007450581,0.0,0.10000000149011612,0.3500000052154064,49.3,49.3
2017-09-15,87.67,36.58,71.13,114.63,61.35,12.0,136.93,46.51,80.07,52.96,160272.0,86.24,36.33,69.94,114.45,61.58,11.93,136.93,45.83,80.09,52.34,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.0999999993613788,0.0,-0.4000000059604645,-0.4000000059604645,-0.05000000447034837,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.6000000238418579,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,-0.10000000149011612,0.0,-0.20000000298023224,-0.3500000014901161,-0.4000000059604645,0.10000000521540643,-0.30000001192092896,0.3500000089406967,49.89,49.86
2017-09-18,88.31,36.65,72.2,115.19,61.8,12.02,137.0,47.09,80.09,53.58,117164.0,87.67,36.58,71.13,114.63,61.35,12.0,136.93,46.51,80.07,52.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,-0.8000000119209291,-0.11249999981373547,0.0,-0.20000000298023224,0.0,-0.06666667014360428,0.0,-0.6000000238418579,-0.6000000238418579,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,-0.1875000083819032,0.0,0.0,0.0,0.0,-0.2875000033527613,-0.2500000111758709,-0.4000000059604645,0.12000000327825547,-0.30000001192092896,-0.27500000037252903,49.89,49.9
2017-09-19,89.09,36.95,72.71,116.34,61.86,12.0,137.09,47.55,80.22,54.2,84082.0,88.31,36.65,72.2,115.19,61.8,12.02,137.0,47.09,80.09,53.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000000223517418,0.0,-0.6000000238418579,-0.17500000447034836,0.0,-0.6500000059604645,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,-0.699999988079071,0.0,0.0,-0.28333333134651184,0.0,0.0,-0.4000000059604645,0.0,-0.28888889733288026,-0.23333333929379785,0.0,0.24999999813735485,0.0,0.0,49.91,49.88
2017-09-20,89.07,37.23,73.18,116.37,62.49,12.42,141.27,48.33,80.55,54.43,25801.0,89.09,36.95,72.71,116.34,61.86,12.0,137.09,47.55,80.22,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3000000007450581,0.0,0.0,-0.3272727301174944,0.0,-0.5,0.0,-0.2400000035762787,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,0.0,0.0,0.0,-0.05999999940395355,0.10000000149011612,0.10000000149011612,-0.6000000238418579,0.0,-0.25000000558793545,-0.45000001788139343,-0.699999988079071,0.4000000059604645,0.0,0.10000000149011612,49.48,49.54
2017-09-21,89.14,37.7,73.36,116.47,62.75,12.73,142.01,48.69,79.89,54.37,589197.0,89.07,37.23,73.18,116.37,62.49,12.42,141.27,48.33,80.55,54.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.2375000044703484,0.0,-0.2000000054637591,0.0,-0.16666666915019354,0.0,0.10000000149011612,0.10000000149011612,0.0,-0.3000000044703484,0.0,0.30000001192092896,0.0,-0.20000000298023224,-0.3857142872044018,0.0,0.0,-0.30000001192092896,0.0,-0.2333333380520344,-0.1250000037252903,-0.20000000298023224,0.1250000037252903,0.0,0.4000000059604645,50.41,50.29
2017-09-22,89.89,37.82,74.29,117.29,62.94,12.79,144.01,49.08,79.92,54.73,584674.0,89.14,37.7,73.36,116.47,62.75,12.73,142.01,48.69,79.89,54.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000223517418,0.0,0.0,-0.16000000089406968,0.0,0.0,0.0,-0.05000000074505806,0.0,0.0,0.0,0.0,0.0,-0.3000000044703484,0.0,0.0,0.0,-0.3200000062584877,0.0,0.0,0.0,0.5,-0.20000000433488327,-0.34285715222358704,-0.4000000109275182,0.20000000298023224,0.0,-0.20000000670552254,50.55,50.58
2017-09-25,91.01,38.24,75.12,117.99,64.58,13.19,146.66,49.98,80.98,55.53,580896.0,89.89,37.82,74.29,117.29,62.94,12.79,144.01,49.08,79.92,54.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,0.0,-0.699999988079071,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,-0.20000000670552254,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666766007741,0.0,0.0,-0.45000000670552254,0.0,0.0,-0.5,0.0,-0.16000000089406968,-0.4666666636864345,-0.5000000149011612,-0.2249999996274709,0.0,0.20000000298023224,50.66,50.33
2017-09-26,91.35,37.87,74.96,117.52,64.44,13.4,147.58,49.67,80.89,55.38,580784.0,91.01,38.24,75.12,117.99,64.58,13.19,146.66,49.98,80.98,55.53,0.0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.15833333631356558,0.0,0.4000000059604645,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,-0.5,0.10000000149011612,0.0,0.30000001192092896,-0.20000000132454765,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.17999999970197678,-0.4000000059604645,-0.2666666756073634,0.0,0.033333333830038704,52.22,51.85
2017-09-27,91.8,38.02,75.47,117.45,65.19,13.73,149.58,50.22,81.43,55.24,546765.0,91.35,37.87,74.96,117.52,64.44,13.4,147.58,49.67,80.89,55.38,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0.5,0.0,0.0,-0.3400000020861625,0.0,-0.2333333442608516,0.0,-0.19999999925494194,0.0,0.0,0.0,0.0,0.0,-0.3666666621963183,-0.20000000298023224,0.0,0.10000000149011612,-0.3833333440124989,0.0,0.0,0.0,0.0,-0.366666667163372,-0.10000000298023223,-0.10000000521540643,-0.1250000037252903,0.0,-0.12499999813735485,51.88,51.59
2017-09-28,91.79,38.42,76.74,117.62,64.97,13.53,147.55,50.0,82.19,55.47,540544.0,91.8,38.02,75.47,117.45,65.19,13.73,149.58,50.22,81.43,55.24,0.0,0.10000000149011612,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.30000001192092896,0.30000001192092896,-0.14999999850988388,0.0,0.0,0.0,-0.3333333383003871,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,-0.10000000521540643,0.0,0.20000000298023224,-0.2230769286935146,0.0,0.0,-0.6000000238418579,0.30000001192092896,-0.3333333432674408,-0.40000000844399136,-0.4666666736205418,0.20000000298023224,-0.4000000059604645,0.0,52.14,52.14
