date,futures_settle,futures_prev_day_open_interest,crude_usd_per_barrel,phillips_66,bp_plc,valero_energy_corporation,chevron_corporation,occidental_petroleum_corporation,marathon_oil_corporation,pioneer_natural_resources_company,conocophillips,exxon_mobil_corporation,marathon_petroleum_corporation,dow_jones_transportation_average,dow_jones_composite_average,s&p_500,dow_jones_industrial_average,dow_jones_utility_average,workplaces,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,Value_ger_walk,Value_ger_drive,Value_ger_trans,Value_ind_walk,Value_ind_drive,Value_rus_walk,Value_rus_drive,Value_us_walk,Value_us_drive,Value_us_trans,Value_jap_walk,Value_jap_drive,Value_jap_trans,d_f_chevron,d_f_drilling,d_f_exxon,d_f_fossil_fuel,d_f_marathon_oil,d_f_occidental_petroleum,d_f_oil,d_f_oilfield,d_f_phillips_66,d_f_pipeline,d_f_valero,d_g_chevron,d_g_drilling,d_g_exxon,d_g_fossil_fuel,d_g_oil,d_g_oilfield,d_g_pipeline,d_g_valero,i_f_airline,i_f_carbon_footprint,i_f_emissions,i_f_epa,i_f_greenhouse,i_f_hurricane_storm,i_f_pollution,i_f_sanction,i_f_solar,i_f_turbine,i_f_vacation,i_g_airline,i_g_carbon_footprint,i_g_emissions,i_g_epa,i_g_greenhouse,i_g_hurricane_storm,i_g_pollution,i_g_sanction,i_g_solar,i_g_turbine,i_g_vacation
2020-03-03,47.18,418911.0,47.27,75.11,32.23,67.87,96.59,32.95,8.34,124.32,49.23,53.88,47.73,9200.67,8520.3,3003.37,25917.41,877.25,1.895582329317269,16.152083333333334,11.353759235115168,-1.0908326324642557,4.8516260162601625,22.03791469194313,105.29588235294115,103.26676470588235,138.05611111111114,105.54833333333332,105.275,116.42,111.135,108.97235294117644,112.85471698113207,102.67511627906978,129.16255319148937,108.8159574468085,107.92829787234044,0.0,0.033333333830038704,0.0,-0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,-0.3000000063329935,0.10000000149011612,-0.5,-0.28333333424395984,-0.6000000238418579,-0.10000000149011612,0.0,-0.2545454610477794,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,-0.4000000059604645,0.0,0.0,0.0,-0.2857142913909185,0.0,0.0,-0.4000000059604645,0.0,0.0,-0.36000000536441795,-0.2500000037252903,-0.29999999329447746,0.0,-0.3999999947845936
2020-03-04,46.78,410273.0,46.78,72.86,31.92,64.44,94.39,32.99,8.08,120.03,48.12,51.3,45.17,9512.05,8900.54,3130.12,27090.86,926.14,2.2326993120194247,11.731554814506044,7.11495246326707,-0.7820919175911252,5.300507614213198,20.026113671274963,103.21205882352942,101.94794117647058,137.03333333333333,105.21666666666664,107.86833333333333,123.53,114.6525,109.07509803921566,113.41924528301884,101.81023255813952,132.60446808510642,111.6295744680851,109.83446808510641,-0.20000000298023224,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,-0.16666666666666666,0.10000000149011612,0.0,-0.5,-0.27826086982436804,0.0,-0.30000001192092896,0.0,-0.1333333361479971,0.0,-0.02499999292194844,-0.02499999292194844,0.0,0.0,0.0,-0.15000000223517418,0.10000000149011612,0.0,0.0,-0.4076923160598828,0.0,0.0,0.0,0.10000000335276127,0.0,-0.4000000059604645,-0.20000000670552254,0.0,0.0,-0.10000000149011612
2020-03-05,45.9,403390.0,45.9,74.63,33.14,64.15,98.53,32.93,8.11,123.5,49.43,52.42,45.88,9010.92,8575.61,3023.94,26121.28,908.14,2.0539235412474848,11.120987654320988,7.8539861351819775,-0.7898089171974523,6.563618290258449,20.54872563718141,102.81117647058822,104.74794117647059,138.33333333333334,103.79833333333332,108.29833333333332,126.3,122.2675,118.03215686274513,121.20679245283024,105.67348837209305,140.31893617021277,115.6023404255319,113.41978723404254,0.0,0.4000000059604645,0.15000000223517418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333383003871,-0.4000000059604645,0.0,-0.06153846302857765,0.0,-0.17499999701976776,0.0,-0.4200000042716662,0.0,-0.05000000074505806,-0.05000000074505806,-0.20000000298023224,0.0,0.0,-0.6500000059604645,0.0,0.0,0.0,-0.2891304382811422,0.0,0.0,0.0,0.0,0.0,-0.21666666741172472,-0.033333336313565574,-0.13333334028720856,0.0,-0.5000000149011612
2020-03-06,41.28,392112.0,41.14,71.98,32.6,61.7,97.19,31.48,7.8,118.61,47.7,50.11,41.21,8956.06,8503.09,2972.37,25864.78,901.7,2.3208709942481507,8.331701346389227,4.402927249246664,-0.7155635062611807,7.804034582132566,16.74225352112676,116.83029411764704,113.33323529411764,146.49555555555554,114.15666666666668,120.27333333333333,127.57,131.415,145.381568627451,142.81566037735848,117.01069767441864,143.01808510638296,129.73255319148936,121.52872340425527,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4199999898672104,0.0,-0.30000001192092896,-0.38750000670552254,0.0,-0.05000000074505806,0.0,-0.3750000046566129,0.0,0.0,0.0,-0.699999988079071,0.0,0.0,0.0,-0.20000000298023224,0.0,0.8000000119209291,-0.3933333391944567,0.0,0.0,0.0,-0.3500000089406967,-0.10000000149011612,-0.30000001192092896,-0.1666666716337204,0.13333333532015482,0.0,-0.16666667411724725
2020-03-09,31.13,358981.0,31.05,61.99,24.77,60.57,81.53,15.5,4.08,70.4,33.3,40.88,32.0,8083.49,7842.88,2746.56,23851.02,852.8,0.9963384865744508,8.982256020278834,7.376589215256466,-0.018570102135561744,5.3861788617886175,39.13225806451614,97.92617647058823,98.39911764705884,134.06555555555556,91.31666666666666,91.46,116.325,110.0925,108.58745098039213,111.40169811320749,102.50651162790695,134.74191489361704,115.81659574468084,114.07340425531916,0.0,0.4000000059604645,0.0,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000059604645,0.0,-0.30000001192092896,-0.3674698845449701,0.0,0.06666666766007741,0.0,-0.31666667324801284,0.0,-0.20000000298023224,-0.20000000298023224,-0.699999988079071,0.0,0.0,0.0,0.20000000298023224,0.0,0.6000000238418579,-0.2210526336964808,0.0,0.0,0.4000000059604645,-0.20000000298023224,0.0,-0.20000000298023224,-0.20000000298023224,-0.2500000037252903,0.0,0.3666666795810064
2020-03-11,32.98,300025.0,33.13,63.36,26.79,60.45,84.98,14.34,4.4,79.86,34.88,43.41,34.52,8126.09,7720.97,2741.38,23553.22,812.44,-0.3991561181434599,11.509166666666667,11.662926197669401,-0.5311244979919679,5.941414141414143,34.67353407290016,97.83382352941177,97.0608823529412,120.84944444444444,96.20833333333331,101.69833333333334,112.345,111.3925,109.12862745098042,113.561320754717,97.12116279069772,166.86021276595744,127.77063829787235,125.54148936170212,0.0,0.0,0.30000001192092896,-0.20000000670552254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.2500000037252903,0.0,-0.10000000149011612,-0.24615385240087145,-0.20000000298023224,-0.20000000298023224,0.0,-0.18333333606521288,0.0,0.07500000111758709,0.07500000111758709,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.3080000036954881,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,-0.8000000119209291,-0.20000000298023224,0.0,-0.10000000149011612
2020-03-16,28.7,172993.0,28.96,54.36,22.17,49.9,83.42,14.26,4.53,70.68,31.38,38.12,24.92,7023.44,6596.71,2386.13,20188.52,678.03,-12.523756495916851,-0.7056034482758621,25.65580182529335,5.726294552790854,-5.084158415841584,8.332335329341317,73.23058823529414,68.47588235294118,71.72611111111111,82.18166666666666,81.43666666666667,97.15500000000002,98.7575,79.77411764705882,86.75169811320755,69.92186046511625,160.53914893617022,128.3110638297873,125.29914893617024,0.0,0.0,0.0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,-0.2937500039115548,0.0,-0.20000000298023224,0.0,-0.3333333333333333,0.0,0.05000000074505806,0.05000000074505806,-0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,-0.3583333396042387,0.0,0.0,-0.30000001192092896,0.0,0.0,-0.1750000063329935,-0.5000000124176344,-0.10000000149011612,0.0,-0.3200000002980232
2020-03-17,26.95,138291.0,26.96,48.27,18.84,41.63,69.7,12.02,4.0,59.72,26.08,34.49,20.29,7468.23,7059.9,2529.19,21237.38,769.69,-18.38236357065414,-12.222129783693845,17.94601654331737,8.552702702702703,-7.493545183714002,18.312302839116718,63.83323529411764,63.239705882352936,63.61277777777778,75.11166666666666,74.82333333333334,97.6525,100.23,74.71235294117645,80.81169811320753,63.21837209302326,166.15106382978726,131.54297872340422,127.88276595744681,0.0,0.5,-0.699999988079071,-0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000238418579,0.0,-0.4000000059604645,0.0,-0.30000001192092896,-0.20909091288393195,0.0,-0.4000000109275182,0.0,-0.3083333366860946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3156250047031789,0.0,0.0,-0.1333333378036817,0.0,0.0,-0.4000000149011612,-0.2666666731238365,0.0,0.0,-0.1799999952316284
2020-03-19,25.22,65171.0,25.09,45.39,17.07,36.95,56.62,10.48,3.82,59.15,25.45,33.37,16.61,7078.73,6621.89,2409.39,20087.19,695.92,-24.38593974175036,-22.80144985904149,12.03866203301477,12.105189340813466,-14.71264367816092,9.946646341463415,53.282352941176484,53.860294117647065,49.70555555555556,61.685,61.95166666666668,91.12,96.6425,65.59274509803923,73.3401886792453,54.94255813953487,167.94234042553194,164.77170212765958,145.57744680851067,0.0,0.0,0.0,0.0,-0.4000000059604645,-0.29999999329447746,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,-0.10000000521540643,0.0,0.0,-0.1950000021606684,0.0,-0.10000000149011612,0.0,-0.4615384707084069,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,0.699999988079071,0.0,0.0,-0.38181818728194095,0.0,0.0,0.20000000298023224,0.0,0.0,-0.5,-0.4000000059604645,-0.10000000521540643,0.0,-0.4000000078231096
2020-03-20,22.43,18004.0,19.48,48.77,17.28,38.83,59.89,10.1,3.5,62.27,27.95,32.83,18.68,6837.72,6304.73,2304.92,19173.98,646.13,-25.990538573508005,-27.66330488750969,9.802510460251046,14.082840236686387,-18.119416590701913,10.3050139275766,45.47735294117646,49.68352941176472,44.314444444444455,53.56333333333333,56.87000000000001,90.1975,97.795,71.90450980392157,79.741320754717,55.933953488372076,183.67425531914898,177.99659574468086,153.72851063829788,0.0,0.09999999403953552,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,-0.30000001192092896,0.0,0.0,-0.033333333830038704,0.0,0.10000000149011612,-0.26666667339978395,0.0,-0.45000001788139343,0.0,-0.25833333904544514,0.0,0.0,0.0,0.0,0.0,0.0,-0.699999988079071,0.0,0.0,-0.30000001192092896,-0.3884615445366272,0.0,0.0,0.10000000149011612,0.0,0.0,-0.20000000670552254,-0.4333333472410838,-0.10000000149011612,0.0,-0.24999999751647314
2020-03-23,23.36,541043.0,23.33,42.32,18.13,32.97,53.63,9.63,3.38,61.84,24.39,31.47,16.65,6703.63,6100.31,2237.4,18591.93,610.89,-29.924046076313896,-31.24443545123432,-3.060831509846828,14.65659543109801,-25.32959850606909,-16.151898734177216,43.22941176470589,43.87588235294119,43.110555555555536,31.41,32.986666666666665,83.39999999999998,88.7525,55.88980392156864,59.868867924528324,45.876976744186045,164.91468085106388,133.68319148936177,129.73234042553193,0.0,0.0,-0.10000000521540643,0.0,0.0,0.0,0.0,-0.6000000238418579,0.0,-0.05000000447034837,0.0,0.0,0.4000000059604645,0.0,-0.5,-0.3523809576318377,0.0,-0.30000001192092896,0.0,-0.30625000363215804,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.10000000149011612,0.0,0.0,-0.3950000055134296,0.6000000238418579,0.6000000238418579,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,-0.2500000037252903
2020-03-30,20.09,579954.0,14.1,52.32,23.92,45.04,68.78,11.61,3.52,68.65,29.25,36.95,23.15,7790.91,7365.27,2626.65,22327.48,785.14,-36.22549371633753,-33.768699186991874,-12.124260355029586,16.374335611237658,-30.70702402957486,-4.778761061946904,44.34647058823529,48.934117647058834,44.6911111111111,21.076666666666664,15.675,39.8975,47.03000000000001,57.60411764705882,57.309622641509456,43.68348837209304,146.88276595744674,114.22851063829788,110.24829787234043,0.0,-0.13333333532015482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,-0.20000000298023224,0.0,-0.10000000149011612,0.0,0.0,-0.3517241436859657,0.0,-0.1666666716337204,0.0,-0.3636363677003167,0.0,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,0.10000000149011612,-0.20000000298023224,0.0,0.0,-0.3500000056810677,0.0,0.0,-0.200000007947286,-0.10000000149011612,0.0,-0.2200000047683716,-0.4250000044703484,-0.4000000059604645,0.0,0.033333336313565574
2020-03-31,20.48,610071.0,20.51,55.08,24.39,48.03,71.95,11.71,3.35,69.35,29.29,38.3,25.31,7732.32,7221.21,2584.59,21917.16,756.16,-38.767971530249106,-34.82624398073836,-11.334188034188035,17.896577946768062,-28.35152636447733,-6.509544787077828,49.015294117647066,51.3979411764706,47.69833333333333,19.725,14.54,34.067499999999995,41.2725,57.40784313725492,58.407358490566,42.89069767441861,132.83106382978727,106.16042553191492,107.21723404255316,0.05000001192092896,0.0,-0.5,-0.350000012665987,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.4000000059604645,0.0,-0.6000000238418579,-0.16875000298023224,0.0,-0.2500000037252903,0.0,-0.3111111182305548,0.0,-0.200000007947286,-0.200000007947286,0.0,0.0,0.20000000298023224,-0.4666666636864345,-0.2499999925494194,0.0,0.0,-0.3357142912490027,0.0,0.0,-0.23333332935969034,0.0,0.0,-0.23333332935969034,-0.327272737568075,0.10000000149011612,0.0,-0.10000000149011612
2020-04-01,20.31,627441.0,20.28,51.1,24.37,42.03,72.46,10.85,3.18,67.01,30.8,36.49,21.4,7352.58,6866.08,2470.5,20943.51,708.04,-39.043462771642325,-30.132632430246662,-3.2220779220779217,17.25056433408578,-26.94770642201836,5.4498480243161085,51.69911764705882,51.69764705882352,45.717777777777776,18.473333333333333,14.985,26.43,34.09,59.38372549019609,59.294716981132076,42.57139534883721,138.99595744680857,105.8657446808511,106.28893617021276,0.0,-0.30000001192092896,0.0,0.0,0.0,0.0,-0.27469697408378124,0.0,0.0,-0.6000000238418579,0.0,0.0,-0.04999999701976776,0.0,0.0,-0.25769231067253995,-0.699999988079071,0.0,0.0,-0.31818182427774777,0.0,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,-0.2588235293241108,0.0,0.0,-0.10000000149011612,0.3999999947845936,0.0,-0.5999999940395355,-0.3666666696468989,0.15000000223517418,0.0,-0.22500000335276127
2020-04-02,25.32,628603.0,25.18,51.11,26.03,43.02,68.56,11.46,3.21,71.58,29.62,38.63,21.86,7445.71,7014.83,2526.9,21413.44,729.36,-39.653873489694384,-34.308706070287535,-5.031786941580756,18.34739263803681,-30.145569620253173,2.3273273273273274,52.00558823529411,52.12411764705883,45.87833333333334,18.813333333333333,14.94,27.74,33.66,57.52078431372547,58.73150943396228,41.29744186046513,141.26425531914896,106.05382978723404,105.19340425531914,0.0,0.3000000007450581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,-0.20000000298023224,-0.30500000417232515,0.0,0.0,0.0,-0.3625000035390258,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.22727273065935485,0.0,0.0,0.0,-0.10000000149011612,0.0,-0.5,-0.15000000223517418,0.0,0.0,-0.550000011920929
