Date,Value
2020-08-14,154.78127906976744
2020-08-15,158.42709302325585
2020-08-16,143.09406976744188
2020-08-17,146.2259302325582
2020-08-18,149.82186046511626
2020-08-19,150.59058139534883
2020-08-20,150.39151162790694
2020-08-21,153.3311627906976
2020-08-22,156.51395348837207
2020-08-23,136.250465116279
2020-08-24,142.2058139534884
2020-08-25,143.85674418604657
2020-08-26,140.428488372093
2020-08-27,146.92197674418597
2020-08-28,157.28651162790692
2020-08-29,158.41232558139532
2020-08-30,135.90127906976747
2020-08-31,145.80569767441858
2020-09-01,148.6344186046512
2020-09-02,148.5209302325582
2020-09-03,148.32383720930233
2020-09-04,164.6211627906977
2020-09-05,167.72918604651161
2020-09-06,144.80883720930234
2020-09-07,149.01174418604646
2020-09-08,149.17465116279067
2020-09-09,149.28430232558136
2020-09-10,128.48023255813953
2020-09-11,165.84651162790695
2020-09-12,175.98348837209303
2020-09-13,154.69872093023258
2020-09-14,152.40430232558137
2020-09-15,154.68918604651162
2020-09-16,158.6362790697674
2020-09-17,168.77127906976747
2020-09-18,180.49162790697676
2020-09-19,186.2952325581396
2020-09-20,165.19360465116281
2020-09-21,156.04023255813956
2020-09-22,154.961511627907
2020-09-23,150.28825581395355
2020-09-24,144.03581395348837
2020-09-25,157.71139534883716
2020-09-26,150.5231395348837
2020-09-27,133.53011627906983
2020-09-28,159.46302325581394
2020-09-29,149.74802325581396
2020-09-30,148.38418604651167
2020-10-01,149.81325581395353
2020-10-02,162.6066279069767
2020-10-03,151.0910465116279
2020-10-04,145.3162790697674
2020-10-05,148.75151162790698
2020-10-06,150.02232558139534
2020-10-07,150.88104651162794
2020-10-08,148.72279069767447
2020-10-09,158.80686046511622
2020-10-10,159.1861627906977
2020-10-11,134.71569767441864
2020-10-12,144.901511627907
2020-10-13,145.59953488372102
2020-10-14,143.08488372093024
2020-10-15,141.9458139534884
2020-10-16,145.6219767441861
2020-10-17,140.90918604651165
2020-10-18,123.04279069767442
2020-10-19,135.54965116279072
2020-10-20,134.1744186046512
2020-10-21,133.3422093023256
2020-10-22,133.97325581395347
2020-10-23,133.52662790697673
2020-10-24,128.88441860465113
2020-10-25,118.23465116279066
2020-10-26,122.18755813953486
2020-10-27,120.98744186046514
2020-10-28,116.8503488372093
2020-10-29,117.70581395348836
2020-10-30,121.84534883720936
2020-10-31,119.42558139534884
2020-11-01,98.67372093023259
2020-11-02,104.39430232558139
2020-11-03,101.22499999999998
2020-11-04,98.47802325581394
2020-11-05,98.67058139534882
2020-11-06,100.76313953488373
2020-11-07,100.38872093023261
2020-11-08,91.33488372093025
2020-11-09,96.906511627907
2020-11-10,96.46186046511629
2020-11-11,95.92965116279066
2020-11-12,95.77523255813954
2020-11-13,101.2270930232558
2020-11-14,100.00441860465115
2020-11-15,90.79988372093024
2020-11-16,94.49941860465117
2020-11-17,95.89523255813953
2020-11-18,96.27593023255811
2020-11-19,93.18232558139536
2020-11-20,94.78011627906974
2020-11-21,88.91162790697676
2020-11-22,80.18581395348839
2020-11-23,90.93081395348838
2020-11-24,93.3618604651163
2020-11-25,92.79488372093024
2020-11-26,92.55325581395348
2020-11-27,100.54732558139537
2020-11-28,90.15918604651159
2020-11-29,77.6579069767442
2020-11-30,95.22406976744188
2020-12-01,94.45151162790692
2020-12-02,93.4861627906977
2020-12-03,93.50883720930231
2020-12-04,96.52255813953487
2020-12-05,90.88686046511627
2020-12-06,77.59395348837211
2020-12-07,93.04046511627908
2020-12-08,92.91139534883717
2020-12-09,90.73837209302323
2020-12-10,91.12732558139534
2020-12-11,92.8122093023256
2020-12-12,85.56965116279072
2020-12-13,72.67604651162792
2020-12-14,94.39965116279069
2020-12-15,93.93302325581396
2020-12-16,79.40779069767441
2020-12-17,80.73686046511628
2020-12-18,81.37197674418604
2020-12-19,72.67081395348839
2020-12-20,66.46872093023259
2020-12-21,77.72441860465116
2020-12-22,78.06662790697675
2020-12-23,70.59069767441859
2020-12-24,43.593720930232536
2020-12-25,47.996976744186036
2020-12-26,56.15000000000003
2020-12-27,64.35709302325584
2020-12-28,75.85186046511632
2020-12-29,77.32430232558137
2020-12-30,75.45325581395345
2020-12-31,57.28232558139533
2021-01-01,54.47569767441861
2021-01-02,74.74709302325581
2021-01-03,79.36837209302328
2021-01-04,81.44453488372096
2021-01-05,89.36058139534886
2021-01-06,79.99802325581395
2021-01-07,79.80046511627904
2021-01-08,80.00709302325582
2021-01-09,76.55290697674417
2021-01-10,80.46151162790703
2021-01-11,81.56697674418606
2021-01-12,81.15918604651162
2021-01-13,80.28453488372094
2021-01-14,80.90581395348839
2021-01-15,80.66627906976744
2021-01-16,75.82209302325582
2021-01-17,75.17046511627906
2021-01-18,81.6853488372093
2021-01-19,79.76744186046513
2021-01-20,80.57127906976747
2021-01-21,81.71837209302328
2021-01-22,81.22279069767445
2021-01-23,76.74558139534885
2021-01-24,74.7336046511628
2021-01-25,82.04953488372094
2021-01-26,82.53209302325585
2021-01-27,80.3006976744186
2021-01-28,81.75720930232558
2021-01-29,85.57302325581394
2021-01-30,78.8511627906977
2021-01-31,83.72604651162793
2021-02-01,87.73709302325582
2021-02-02,85.8727906976744
2021-02-03,84.14220930232558
2021-02-04,88.18395348837208
2021-02-05,87.05104651162794
2021-02-06,78.1975581395349
2021-02-07,79.4839534883721
2021-02-08,88.91953488372094
2021-02-09,88.16290697674417
2021-02-10,85.94093023255817
2021-02-11,86.19197674418605
2021-02-12,86.98848837209303
2021-02-13,83.30651162790696
2021-02-14,86.65232558139539
2021-02-15,87.5102325581395
2021-02-16,90.62069767441858
2021-02-17,89.77930232558143
2021-02-18,90.80790697674419
2021-02-19,94.53616279069765
2021-02-20,98.3309302325581
2021-02-21,105.45500000000001
2021-02-22,98.64744186046512
2021-02-23,100.54499999999999
2021-02-24,103.14220930232555
2021-02-25,102.30360465116284
2021-02-26,98.52046511627901
2021-02-27,96.17162790697684
