Date,Value_ger_walk,Value_ger_drive,Value_ger_trans,Value_ind_walk,Value_ind_drive,Value_rus_walk,Value_rus_drive,Value_us_walk,Value_us_drive,Value_us_trans,Value_jap_walk,Value_jap_drive,Value_jap_trans
2020-10-04,133.44499999999996,130.8985294117647,194.97333333333333,89.99166666666667,91.88499999999999,146.6225,125.66749999999999,132.08901960784314,128.19981132075472,67.54627906976745,123.75957446808512,127.92872340425535,134.78617021276597
2020-10-05,142.83117647058822,127.80029411764708,199.50888888888892,89.30166666666666,85.59333333333332,154.135,127.35249999999999,140.5205882352941,129.8367924528302,72.78023255813953,122.41489361702132,121.0555319148936,128.8304255319149
2020-10-06,146.22676470588235,129.04647058823528,196.8127777777778,89.13333333333333,82.70666666666666,147.945,125.76500000000001,143.5437254901961,131.91415094339624,73.38790697674418,121.11617021276594,120.4427659574468,127.75170212765957
2020-10-07,148.20323529411763,130.95500000000004,193.5772222222222,88.07333333333334,83.46833333333335,146.8125,123.60750000000002,146.19176470588235,133.79547169811318,73.47093023255815,110.49021276595742,115.66638297872342,123.76425531914894
2020-10-08,146.49058823529415,130.75499999999994,186.87833333333336,88.85666666666667,85.68333333333334,151.765,124.64500000000001,153.8180392156863,143.14320754716977,77.21162790697676,112.72404255319151,117.80680851063828,126.01765957446808
2020-10-09,157.460294117647,140.71352941176474,195.52666666666673,93.925,95.96833333333335,151.905,134.29,193.87784313725484,170.15924528301892,84.28395348837206,142.61021276595747,149.31851063829785,154.64787234042552
2020-10-10,170.9226470588235,131.56205882352944,189.19611111111112,101.08666666666666,102.12333333333333,160.935,126.2125,205.56333333333336,168.8715094339623,81.74953488372093,168.046170212766,170.1653191489362,172.93297872340423
2020-10-11,124.08970588235294,120.78235294117646,181.10555555555555,92.99666666666667,94.53166666666665,143.17249999999999,117.525,135.69607843137254,129.05830188679244,68.01232558139534,127.95446808510637,132.65170212765955,137.70425531914896
2020-10-12,142.0920588235294,122.57352941176471,192.38333333333333,89.62666666666667,84.32000000000001,140.0,117.49249999999999,137.88901960784315,129.9418867924528,72.02674418604651,126.22531914893618,126.09,132.37744680851063
2020-10-13,146.3344117647059,123.18911764705884,186.5422222222222,91.82499999999999,83.84333333333332,138.425,120.67750000000001,137.99725490196073,127.4720754716981,71.16697674418604,128.78063829787234,127.52893617021272,133.4004255319149
2020-10-14,138.00617647058823,123.87235294117647,188.96833333333336,86.255,82.91666666666667,146.4475,123.6525,144.9266666666666,133.32735849056607,73.02093023255814,128.50361702127663,127.42319148936174,133.0568085106383
